user;waktu;ulasan;sentimen
Penikmat Kopi;4 tahun lalu;View nya bagus, tapi untuk cuacanya sangat panas. Saran jika mau kesini naik motor lebih baik bawa masker karena banyak debu dari truk tambang yg lewat. Dan semoga di kelola dengan resmi biar tidak ada pungutan liar untuk masuk ke lokasi ini. Karena dari pengalaman saya dan rombongan sampai harus adu mulut karena pungli nya;Positif
nova nanda;4 tahun lalu;Wisata yang indah buat di kunjungin. Tapi kalo kesini pas musim kemarau harus siap bawa masker. Karna debu dari truk yg lewat. Kalo terlanjurr ngga bawa disana ada yg jual harganya sekitar 5rb/2 pcs. Tempatnya lumayan gersang juga. …;Positif
bunda sugi;5 tahun lalu;Tempatnya instagramable. Bagus buat selfi2. Cuma kalo siang terasa panas banget. Lebih baik kalo ke sana pake sun block, topi atau payung.  Sebaiknya pagi, atau sore sekalian.;Positif
C Putri;5 tahun lalu;Katanya sedikir rawan terutama bagi pengunjung dg plat nmr luar daerah itu. Mungkin baiknya kesama bersama teman2 asli sana. Over all tempatnya bagus. Makin puncak bisa liat bangkalan dari atas;Positif
Sistiyono MPH;10 bulan lalu;Tempat bagus sayang belum didukung fasilitas jalan yg memadai dan pengelolaan yg baik.;Positif
wendhi hananto;4 tahun lalu;Tempatnya bagus. Bersih. Tp panas sekali. 2x ditarik tiket masuk.;Positif
khusnul awaliyah;5 tahun lalu;cocok buat hunting foto, kalo musim panas kesini jgn lupa bawa payung yaa;Netral
Fitriya Ros;4 tahun lalu;Agak ngeri tempatnya terlalu banyak preman atau anak muda yang pungli minta2 uang ke pengunjung jika tidak di kasih marah2. Mohon pemerintah setempat bisa membuat tempat ini nyaman;Negatif
Ibnu Darmana;5 tahun lalu;SUBHANALLAH!, Perpaduan gunung kapur putih & awan birunya FANTASTIS! Kesini ga bakalan rugi krn banyak angel poto bisa kamu dapetin!;Netral
Imaniar Hanifa;5 tahun lalu;Lokasi panas banget! Jangan lupa bawa kacamata hitam, payung, atau topi. Ada kolam renang yang cukup bersih dan fasilitas pendukung seperti kamar mandi (bilas) dan beberapa pedagang makanan ringan. Hati-hati banyak pungli, siapkan saja beberapa lembar uang pecahan kecil.;Negatif
Christopher Wimba;4 tahun lalu;"Tempat bagus untuk berfoto..
Sayangnya belum dimaksimalkan pengelolaan lokasi wisatanya, jadi bayar biaya parkir berkali2 oleh warga";Positif
Andi Budi anto;4 bulan lalu;Tempat liar, nggak terlalu panas,bukit tidak curam juga.bagus buat kemah atau berdua;Positif
Dokoh Ngayab;setahun lalu;Datang saat pagi hari agar cuacanya masih segar;Netral
Surya Puji Utami;4 tahun lalu;Untuk tempat Bagus sih, terakhir kesana 4th yg lalu ?? jadi skrg ga tau perkembangan terakhir gmn ?? untuk akses jalan menuju kesana sih sudah bagus, cuma keamanan menuju sana yg harus benar2 diperhatikan. Rawan begal ?? untuk wisatawan dari …;Positif
Muhammad Alfariqi;5 tahun lalu;Bekas galian Tambang Kapur ini menjadi tempat yang menarik untuk di kunungi di Madura. Disarankan membawa Topi, Jaket dan Masker :D;Netral
Zalizka Shanny;4 bulan lalu;"baguus kereen tempatnya..
pernah kesini bareng keluarga, tempat wisata yang cukup unik di daerah madura";Netral
Abdul Muin;2 tahun lalu;Butuh komitmen semua pihak, wabil khusus desa setempat utk mengembangkan wisata ini. Klo sukses pasti desanya makmur;Netral
naylizulfa;5 tahun lalu;Tempat yg bagus buat foto foto, tapi jangan lupa bawa masker sama topi ya kalau kesana.. jalannya berkelok kelok dan berdebu (pas kesana musim kemarau) karena daerah pergambangan.. cukup dengan lima ribu rupiah uda bisa poto poto sepuasnya ?? …;Positif
MONDAY RIDER;3 tahun lalu;Tempatnya keren buat foto2, hanya panas dan masih ada pungli;Positif
Pras Setyo;5 tahun lalu;panas tapi cukup sejuk banyak angin..cuma sayang tiap masuk spot suruh bayar......ada,3 x tarikan suruh bayar;Netral
faisal prijadi;4 tahun lalu;Kalau siang hari panasnya poll....di sarankan agak sore atau pagi sekali.....;Netral
nadiamega taliaputri;2 tahun lalu;"Cukup melelahkan sih bisa ke bukit kapru ini ??
Sebab Map nya tidak sesuai dengan titik lokasi Wisata nya.. jadi buat Google agar data map di benerin lagi agar pengunjung baru tidak kesasar  sesuai titik jalan ke tempat wisata nya.. …";Netral
M. Muharrom Maghroby;3 tahun lalu;Cukup bagus untuk tempat spot foto. Fasilitas masih dalam tahap pengembangan. Sayangnya masih terlalu banyak pungli disini. Sebaiknya bawa orang asli madura hehe;Positif
Vika Saraswati;4 tahun lalu;Airnya gak sesuai yang biasa biru kemaren coklat, banyak targetan di jalanan;Netral
Ani Infianah;setahun lalu;Tempat penuh kenangan. Karena disinilah ku terakhir kali berkumpul dan berwisata dgn tempat kerja yg lama yaitu SDN Cangkringmalang 2... tempat yg istimewa, kealamiannya masih terjaga, sehingga terlihat indah;Positif
ahmad banser;4 tahun lalu;Jangan sekali kali datang di musim kemarau. Berdebu dan tak mengenakkan;Netral
Agustia Dwi;5 tahun lalu;Tempat wisata bagus disarankan membawa payung atau masker penutup;Positif
Brian Budhi;3 bulan lalu;Sepertinya sekarang tdk ada pengelolaan.. Jd kotor kurang perawatan;Negatif
Deri Prihandoko;setahun lalu;"Lumayan murah
Masuk tiket mobil 25.000
Naik kapal 30.000 ( mas kapal nya ramah dan pinter jd fotografer)";Positif
Kikik Corps;5 tahun lalu;Bagus untuk spot foto. Terutama saat siang sampai sore hari.;Positif
Baginda Nainggolan;5 tahun lalu;Tempat wisata yg eksotis walau panas nya minta ampun. Tapi banyak pos pembayaran yg bahkan terkadang agak maksa mintanya;Netral
juni hadi;4 tahun lalu;Tempat alami, bagus, tapi sayang setiap bergerak bayar, geser sedikit bayar, keamanan menuju tempat sangat rawan daerah kampung narkoba dan begal.;Positif
Irine MAH;5 tahun lalu;Bayar masuk awal utk kendaraan 10rb (motor), terus pas masuk lokasi bayar lagi 5rb per orang;Netral
AgungBN Chanel;4 tahun lalu;Tempatnya bagus. Model wisata alam. Tp sayang, sy datang pas musim kemarau. Debunya luar biasa. Siap-siap kaca mata dan masker. Disisi yg lain masih ada aktivitas penambangan. Debu muncul jg dari lalu lalang truk penambangan ini. Kl boleh kasih saran, penambangan diliburkan saat hari libur;Positif
Kartika Dyah;6 bulan lalu;Memang untuk hunting foto. Bagus spot nya;Positif
fichy lubis;4 tahun lalu;pemandangannya bagus, jalanannya mantap. masuknya murah.;Positif
N.H Kim;8 bulan lalu;"Pungliiiiiii......
Lumayan sii banyak pungli...
Tempatnya ya udah bareng tuh sama truk2 ambil batu2, jalannya rusak, banyak …";Negatif
Hamba Allah;setahun lalu;Panas bgt, kurang terawat ya emang buat penambangan ya;Netral
Den roro;5 tahun lalu;Panorama oke.. tetapi sangat perlu dikelola dengan baik... Agar lebih nyaman untuk dikunjungi;Netral
Dewi Handayani;3 tahun lalu;Tempat ini merupakan wisata alam dengan utamanya adalah menonjolkan Tebing Putih dari kapur dan pahatan yg unik pada tebingnya, seperti tebing breksi di Yogya dan seperti taman sari di Yogya;Netral
Om Hilmi;2 tahun lalu;Buatan manusia,sisa sisa pertambangan yg masih aktif,tetapi panoramanya exotis?????? …;Netral
Ahmad Zainuri;4 tahun lalu;Kalau musim kemarau harus mikir dulu..buat ke sana.   .panas sama debunya yg gak kuat.....;Netral
M. Idzha Adhitya Ranius;4 tahun lalu;Bukit Kapur Jaddih atau lebih dikenal dengan nama Bukit Jaddih adalah sebuah tempat untuk penambangan batu kapur putih dan bukan tempat wisata tetapi saat ini banyak wisatawan yang berkunjung ke lokasi tersebut, dikarenakan pemandangannya …;Netral
Wiwik Sugiyati;3 tahun lalu;Fasilitas blm memadai...seperti kamar kecil (paling penting ) hanya tersedia disekitar kolam renang.(bawah)..itupun ga nampung jika musim liburan tiba...antrinya...minta ampun..tempat untuk beristirahat...ga ada...kecuali yg sewa  rumah …;Netral
Muhamat Cahyo;setahun lalu;Kotor...panas..sekedar memenuhi hasrat penasaran aja;Negatif
Achmad Riyadi;5 tahun lalu;Bukit Jaddih merupakan bukit yang terbentuk dari batuan kapur yang mulanya di tambang lalu berproses menjadi tempat wisata melalui kearifan warga lokal yang mengelola. Akses menuju tempat ini cukup mudah, karena jalan sudah beraspal hingga …;Netral
titish Irawan;4 tahun lalu;View nya asyiiikkk.., unik..  Asal muasal dari bekas tambang batu kapur.. Panasx..., huufhh teriiik menggigit.., jd kalau kesana lagi musti pake sunblock tebal biar gk tambah gosong... Hehehe.. Mampir deh kalau jalan jalan ke pulau Madura ya gaess...;Netral
Zipank;5 tahun lalu;salah satu tempat alternatif wisata bersama tmn atau keluarga, kl kesini wkt siang bolong pastikan mbawa topi dan kacamatabkrn panas dan ckp silau;Netral
Muhammad SyaihYudi;5 bulan lalu;tempat wisata ini sangat bagus banyak tempat untuk berfoto2 bersama keluarga, teman dan juga pacar itupun klo punya pacar hehe, cmn pengelolaan nya masih kurang karena setiap tempat yang menjadi pusat untuk berfoto aja masih ada parkir liar …;Positif
Hammada Syarif;5 tahun lalu;tempatnya sangat indah, banyak pekerja kapur yang melakukan tambang. ada danau nya juga. jalanya tanah dan harus berhati hati. biaya masuknya 5000 rupiah untuk 1 orang.;Positif
RR Mommy;5 tahun lalu;"Yang suka offroad pasti seneng bawa motor ke naik ke atas bukit jeddih-bangkalan,  ada banyak banget jalur menuju atas, kalau buat cewek yang belum bener"" bisa bawa motor mending jangan ?? jangan lupa bawa minum diatas nggak ada orang jualan sama sekali …";Netral
Jurnalisman Jurnal;5 tahun lalu;View nya bagus... Cm sayang,akses masuk jalan msh jelek & masuk nya bnyk bayar...;Positif
Diana Anyelir;2 tahun lalu;Asyik cuma waktu itu sepi ya karena masih ada corona tapi ya ada aja pengunjung;Netral
SM Sinar Mucha;2 tahun lalu;Cukup indah, perpaduan alam dengan intruksi manusia. Cuma pelayanannya kurang.;Positif
Khoirur Roziqin;5 tahun lalu;BUKIT JADDIH MADURA adalah bukit yang masih di jadikan lahan pengambilan kapurnya utk bahan bangunan. Jadi ketika kita di bukit JADDIH ini kita akan melihat juga aktifitas para penambang kapur lengkap dengan segala peralatannya termasuk …;Netral
Said Hafidh;4 tahun lalu;View bagus, sayang tidak dikelola dengan baik, cenderung tanpa ada pengelola;Positif
Estetika Brahmana;3 tahun lalu;Perlu bawa payung,sunscreen,pake sepatu dan baju lengan panjang;Netral
Neng phien;4 tahun lalu;Tempat nya bagus banget dan terlalu panas karna mu gkin dari gunung kapurnya;Positif
nanang zovand;4 tahun lalu;Tempat nya nyaman banget sepanjang jalan mata dimanjakan dengan alam;Netral
Nuraini Yulianti;3 tahun lalu;Udh 3x kesini, banyak spot foto. Tempatnya unik, namun akses jalannya gaenak bgt;Netral
emelly chan;4 tahun lalu;bukit jaddhih yg ada di madura ini memang wajib di kunjungi .. view yang menarik & instagramable banget .. untuk tiket masuk kalian cukup membayar 10rb per orang loh, murah banget untuk view sekeren ini. .;Positif
Yanda Zaihifni;4 tahun lalu;Tempat yg indah lan layak untuk dikunjungi, akatetapi akses jalan yg cukup sulit;Positif
istiada istiada;4 tahun lalu;Tempatnya bagus cuma kurang difasilitasi,kebanyakan pungli;Positif
Yume Wisata;setahun lalu;"tempat wisata bagus dengan view yang bagus, cuman masyarakat setempat banyak jd tukang palak.
sehingga pengunjung gak nyaman aja semua2 serba bayar";Positif
andityo pratama;5 tahun lalu;Lokasi wisata dengan spot foto yang menarik, sayangnya petunjuk arah ke lokasi masih minim dan untuk lokasinya masih dalam proses pembangunan;Netral
Aulia Jihan RH;10 bulan lalu;Ke bukit Jaddih hari rabu (hari kerja). naik mobil empat orang dari Surabaya ke Bangkalan, waktu tempuhnya cuma setengah jam-an lewat Suramadu. Harusnya gak lama. Tapi karena ikutin rute yang disarankan sama Google maps (rute terdekat), …;Netral
Nanik Purwaningsbbb:gvuih;2 bulan lalu;"Ngak sesuai dengan gambar
karcisnya dobel-dobel
Pelayananya ngak sesuai
Jalanya berdebu";Netral
Edy Susetyo;5 tahun lalu;spot menarik untuk foto. Perlu dikelola dan didesain lebih profesional lagi.;Netral
Irmawan Werdyanto;9 bulan lalu;Sebenarnya Bukit Jaddih memiliki kemiripan dengan Garuda Wisnu Kencana (GWK), meski tidak apple to apple. Perlu sentuhan lagi agar eye catching dan lebih instagramable serta wisatawan ingin kembali berkunjung. Banyak yang perlu dibenahi. …;Netral
Virr Virroohh;5 tahun lalu;Nggak bisa maksimal fotonya karena tmpatnya panaaaaassss banget tersorot sinar matahari langsung???? …;Netral
Muhamad Rizal;2 bulan lalu;Tidak memuaskan,pungli 2kali,sampek dalam masih d mintak,i uang lagi;Negatif
Rifai Jooz;4 tahun lalu;"Menju lokasi jalanya kecil,dan begitu mendekati lokasi jalan bergelombang dan berdebu.tp tempatnya keren.
Jika ingin berkunjung ke tempat ini jangan lupa bawa masker.";Positif
ade kurnia;4 tahun lalu;Perjalan menuju bukit Jaddih - Madura masih kurang akses nya . . Melewati jalanan2 desa yg sempit dan jalanan nya masih banyak yg kurang bagus... Lumayan memakan waktu yg.lama tetapi setelah liat tempat nya bakalan terbayar perjalan jauh …;Positif
Yokhanan PRASETYONO;2 tahun lalu;Bekas pertambangan kapur yang eksotis. Cocok buat yang punya hobby fotografi. Disarankan untuk datang pada pagi hari atau sore hari, siang panasnya minta ampun ?? …;Netral
Adrijanus Warsito;3 bulan lalu;Sangat menarik..;Netral
Ari setiawan;4 tahun lalu;Bekas tambang yang tertata untuk pariwisata, dan untuk masuknya hrus bayar sampai 3 kali untuk masuk ke sini;Netral
Yavezandrew;2 tahun lalu;Keren tempatnya cuma belum teroganisir dengan baik, banyak banget bayarnya di awal bayar 5k masuk lagi bayar 10k trus parkir bayar 10k lagi. Siapin uang 25 ya gaes;Positif
Dodik Maryanto;4 tahun lalu;Wisata batu kapur di bangkalan madura. Hanya 1 jam dari surabaya. Disarankan membawa mobil yang tidak ceper, MPV atau SUV. Karena medannya lumayan terjal. Wajib membawa payung dan sunblock jika takut panas. Karena kawasan kapur jadi udara terasa panas dan matahari sangat terik. Jika musim kemarau panjang, telaga kehabisan air.;Netral
Wismandaka Tri Ardana;5 tahun lalu;Untuk tempat foto lumayan menarik tapi sangat panas;Netral
CHOLID LEANDTOUR;3 bulan lalu;Luar biasa.....;Netral
Akhmad Kanzul F;5 tahun lalu;"Datang disaat tidak tepat, musim kering.
Air menyusut. Banyak sampah. …";Negatif
Irvan Melyanto;5 tahun lalu;Bukit kapur yang ada di jaddih,madura. Tempatnya berdebu banyak aktifitas penambangan kapur tapi spot fotonya overral bagus banget;Positif
peas;sebulan lalu;walah walah, sedia aja uang 10.000 yang banyak gan ?? …;Netral
Muhammad Hasan;3 tahun lalu;"Bagus pemandangan nya..
Hanya saja fasilitas nya kurang baik.";Positif
Eka Dwi Cahyono;5 tahun lalu;Paling enak pas mendung kesini, gak kepanasan. Tempatnya luas banget jadi bisa bikin formasi pakai banyak mobil;Netral
Faradhilah Diandra;4 tahun lalu;bagus buat jadikan tempat wisata tapi panas banget;Positif
Foxy 999;4 tahun lalu;objek wisata yang punya potensi namun masih perlu diperbaiki dalam managemennya. banyak pungli.;Negatif
AR PROJECT;5 tahun lalu;Bagus kalo pagi biar gak panas, dan jalannya lumayan rusak;Positif
Amalia HF;5 tahun lalu;Sudah banyak berubah yaaa.. airnya jg tidak sejernih dulu. Sampah dimana-mana huhu :( so sad. Semoga pemerintah atau setidaknya pengurus bukit jaddih memperhatikan lagi. Disana juga bau pesing, khususnya di tempat-tempat yg masih di renov. …;Negatif
Boy Le O;3 tahun lalu;Biasa aja. Gunung kapur biasa. Kalau siang puanas banget. Danaunya kering.;Netral
Hendra Gunawan;setahun lalu;Spot foto yg abrakadarba... Awesome;Netral
Bagas Raditya (Oshinaga);4 tahun lalu;Bagusss bgt,,luas banget tebing tebing kapur yang menjulang tinggi...pokokny kudu mampir ke sini yach,,tepatnya di pulau madura,gak jauh lho dari jembatan suramadu,banyak spot spot kerennya,n yang suka naek kuda,tersedia jg lho,oiya satu lagi,,di bukit kapur jaddih ini jg terdapat gua,bernama goa pute;Positif
zainur hadi;9 bulan lalu;Kalau itu punya pemkab yaa kan bisa anggaran jalan masuk apbd karena bisa jadi destinasi kebanggaan bangkalan dan masyarakat setempat harus menjaga oknum pungli pungli yg tak bertanggung jawab serta keamanan tersebut agar bisa ramai destinasi tersebut dan pengunjung bisa nyaman;Negatif
Ridwan Oncy;7 bulan lalu;Banyak pungli, kebanyakan  bayar pas masuk wisatanya jadi males kapok gak mau balik lagi mending ke pantai aja;Negatif
hilbram attallah;5 tahun lalu;Bukit Jaddih, pesona wisata di Madura yang tersembunyi. View nya bagus banget.. Rekomendet untuk foto preweed. Serius...;Positif
Dita Audina;4 tahun lalu;Sangat mengesankan..tencuuu ''Madura'' & (Bukit Kapur Jaddih) salah satu surga dunia . ?? …;Netral
Novanwinli;2 tahun lalu;"Banyak pungli masuk motor hari selasa
Masuk portal bayar 2rb/orang, masuk dikasih tiket warna pink, masuk lagi ke parkiran ditagih 5rb / orang";Negatif
Indana Zulfa;3 tahun lalu;Makanya banyak orang yang merasa dirampok disana,, jelas.. Tiap tingkatannya dimintai uang.. Ya ga suka aja gblk digituin, rata2 orang madura mah gitu, ambil keuntungan tanpa perasaan. Walaupun bagus foto di sana;Positif
Hariyanti Silitonga;4 tahun lalu;Anginya kemaren kencang, jd kapur berterbangan buat sesak. Trs banyak pungutan gais, kyk setiap spot itu dipegang sma beberap org yg mana kita hra bayar min /org 5rb. Syedihhh;Netral
Singgih Yudhi Pramono;3 tahun lalu;bagus sih, tapi tidak recomended saat musim panas,  debu beterbsngan, dan kendaraan jadi sangat kotor. dan lahi, hati2 ada preman palak minta duit.;Positif
dakwatul ihsan;3 tahun lalu;Saya penasaran dg ke'indahannya, msh mencari info tentang Bukit Jeddih, rencana bawa rombongan min 1 bus tp katanya bus tdk bs msk, benarkah begitu, sbb saya pengelola TPQ yg setiap th anak'' saya ajak refresing pd acara akhirussanah.      saya sangat mengharapkan dpt inf yg jelas;Positif
nanto wantyastomo;4 tahun lalu;Jalan menuju lokasi sebagian rusak dan kecil harus berhati-hati ketika berpapasan antar roda empat, tiket masuk 5 ribu rupiah, belum masuk ke danau buatan, naik perahu hias per orang 5 ribu rupiah, pemandangan sangat indah dan …;Positif
