user;waktu;sentimen;lokasi;ulasan
Rizano Antonio Sumampouw;3 tahun lalu;Negatif;Bukit Jaddhih;"Tempatnya unik, tapi sangat berdebu..
Kurang nyaman untuk berlama-lama atau bawa anak kecil ke sini."
Ruvah 14;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus banget buat foto , instagramable banget , memang panas banget , harap dimaklumi memang dimadura cuacanya sangat terik banget , cuma mau cari tempat parkir muter2 kena tarif terus , kurang tau itu pungli / memang sistemnya sprti itu , jujur emang kurang puas banget dengan adanya yg seperri itu
indra tigortigor;5 tahun lalu;Negatif;Bukit Jaddhih;Saya sudah 2x kesini, memang dekat dengan rumah tapi jalannya belum terlalu baik saat masuk wilayah perkampungan, apalagi tiket masuknya, banyak sekali. Saya kaget sekali.semoga kedepan pengelolaanya lebih baik lagi, karena jarang sekali ada tempat wisata di bangkalan.
Hasan Kusjayadi Istiawan;5 tahun lalu;Positif;Bukit Jaddhih;Bukit Kapur Jaddih namanya, lokasi yang sebelumnya dijadikan sebagai tempat penambangan ini sekarang menjadi salah satu obyek wisata baru yang cukup ramai dikujungi wisatawan. karena ditempat ini menyajikan pesona keindahan dan keunikan …
Bagus Tamtomo Hadi;5 tahun lalu;Negatif;Bukit Jaddhih;Saya pernah kesini. Waktu itu musim hujan jadi jalannya ada beberapa titik yang becek. Dari jalan raya begitu belok masuk jalan menuju bukit udah dicegat sama oknum yg ngaku petugas tiket masuk, padahal menurut saya dia ga resmi. Tiap spot …
Fadiah Ula;4 bulan lalu;Positif;Bukit Jaddhih;Suasana dan pemandangannya bagus, tetapi jalan menuju lokasi kurang baik
Jason geniusman;3 tahun lalu;Positif;Bukit Jaddhih;"Wisata di bekas galian batu kapur yang masih tetap beraktifitas.
Bagus bila dikembangkan utk wisata daerah.
Kekurangannya adalah banyaknya pungutan sebelum menuju lokasi dengan alasan …"
iignatius Michael;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya tidak sebagus di foto, panas dan terik tetapi spot foto dengan angel pengambilan gambar yang bagus akan buat foto kayak di luar negeri
Artika Widiastuti;5 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata nya bagus tapi hati hati ada debu dari bukit kapur nya. Lebih baik kesini sore hari agar tidak panas. Tapi jalan masuk ke tempat wisata bergelombang, dekat kampung. Mohon diperbaiki akses jalannya.
Bagus Prayogi;5 tahun lalu;Positif;Bukit Jaddhih;Sangat indah n nyaman.klo bisa di buat kaya di kota Petra Jordan.di bentuk rumah.biar lebih banyak yang datang.
Penikmat Kopi;4 tahun lalu;Positif;Bukit Jaddhih;View nya bagus, tapi untuk cuacanya sangat panas. Saran jika mau kesini naik motor lebih baik bawa masker karena banyak debu dari truk tambang yg lewat. Dan semoga di kelola dengan resmi biar tidak ada pungutan liar untuk masuk ke lokasi ini. Karena dari pengalaman saya dan rombongan sampai harus adu mulut karena pungli nya
nova nanda;4 tahun lalu;Positif;Bukit Jaddhih;Wisata yang indah buat di kunjungin. Tapi kalo kesini pas musim kemarau harus siap bawa masker. Karna debu dari truk yg lewat. Kalo terlanjurr ngga bawa disana ada yg jual harganya sekitar 5rb/2 pcs. Tempatnya lumayan gersang juga. …
bunda sugi;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya instagramable. Bagus buat selfi2. Cuma kalo siang terasa panas banget. Lebih baik kalo ke sana pake sun block, topi atau payung.  Sebaiknya pagi, atau sore sekalian.
C Putri;5 tahun lalu;Positif;Bukit Jaddhih;Katanya sedikir rawan terutama bagi pengunjung dg plat nmr luar daerah itu. Mungkin baiknya kesama bersama teman2 asli sana. Over all tempatnya bagus. Makin puncak bisa liat bangkalan dari atas
Sistiyono MPH;10 bulan lalu;Positif;Bukit Jaddhih;Tempat bagus sayang belum didukung fasilitas jalan yg memadai dan pengelolaan yg baik.
wendhi hananto;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus. Bersih. Tp panas sekali. 2x ditarik tiket masuk.
khusnul awaliyah;5 tahun lalu;Positif;Bukit Jaddhih;cocok buat hunting foto, kalo musim panas kesini jgn lupa bawa payung yaa
Fitriya Ros;4 tahun lalu;Negatif;Bukit Jaddhih;Agak ngeri tempatnya terlalu banyak preman atau anak muda yang pungli minta2 uang ke pengunjung jika tidak di kasih marah2. Mohon pemerintah setempat bisa membuat tempat ini nyaman
Ibnu Darmana;5 tahun lalu;Positif;Bukit Jaddhih;SUBHANALLAH!, Perpaduan gunung kapur putih & awan birunya FANTASTIS! Kesini ga bakalan rugi krn banyak angel poto bisa kamu dapetin!
Imaniar Hanifa;5 tahun lalu;Negatif;Bukit Jaddhih;Lokasi panas banget! Jangan lupa bawa kacamata hitam, payung, atau topi. Ada kolam renang yang cukup bersih dan fasilitas pendukung seperti kamar mandi (bilas) dan beberapa pedagang makanan ringan. Hati-hati banyak pungli, siapkan saja beberapa lembar uang pecahan kecil.
Christopher Wimba;4 tahun lalu;Positif;Bukit Jaddhih;"Tempat bagus untuk berfoto..
Sayangnya belum dimaksimalkan pengelolaan lokasi wisatanya, jadi bayar biaya parkir berkali2 oleh warga"
Andi Budi anto;4 bulan lalu;Positif;Bukit Jaddhih;Tempat liar, nggak terlalu panas,bukit tidak curam juga.bagus buat kemah atau berdua
Dokoh Ngayab;setahun lalu;Positif;Bukit Jaddhih;Datang saat pagi hari agar cuacanya masih segar
Surya Puji Utami;4 tahun lalu;Positif;Bukit Jaddhih;Untuk tempat Bagus sih, terakhir kesana 4th yg lalu ?? jadi skrg ga tau perkembangan terakhir gmn ?? untuk akses jalan menuju kesana sih sudah bagus, cuma keamanan menuju sana yg harus benar2 diperhatikan. Rawan begal ?? untuk wisatawan dari …
Muhammad Alfariqi;5 tahun lalu;Positif;Bukit Jaddhih;Bekas galian Tambang Kapur ini menjadi tempat yang menarik untuk di kunungi di Madura. Disarankan membawa Topi, Jaket dan Masker :D
Zalizka Shanny;4 bulan lalu;Positif;Bukit Jaddhih;"baguus kereen tempatnya..
pernah kesini bareng keluarga, tempat wisata yang cukup unik di daerah madura"
Abdul Muin;2 tahun lalu;Positif;Bukit Jaddhih;Butuh komitmen semua pihak, wabil khusus desa setempat utk mengembangkan wisata ini. Klo sukses pasti desanya makmur
naylizulfa;5 tahun lalu;Positif;Bukit Jaddhih;Tempat yg bagus buat foto foto, tapi jangan lupa bawa masker sama topi ya kalau kesana.. jalannya berkelok kelok dan berdebu (pas kesana musim kemarau) karena daerah pergambangan.. cukup dengan lima ribu rupiah uda bisa poto poto sepuasnya ?? …
MONDAY RIDER;3 tahun lalu;Positif;Bukit Jaddhih;Tempatnya keren buat foto2, hanya panas dan masih ada pungli
Pras Setyo;5 tahun lalu;Negatif;Bukit Jaddhih;panas tapi cukup sejuk banyak angin..cuma sayang tiap masuk spot suruh bayar......ada,3 x tarikan suruh bayar
faisal prijadi;4 tahun lalu;Positif;Bukit Jaddhih;Kalau siang hari panasnya poll....di sarankan agak sore atau pagi sekali.....
nadiamega taliaputri;2 tahun lalu;Negatif;Bukit Jaddhih;"Cukup melelahkan sih bisa ke bukit kapru ini ??
Sebab Map nya tidak sesuai dengan titik lokasi Wisata nya.. jadi buat Google agar data map di benerin lagi agar pengunjung baru tidak kesasar  sesuai titik jalan ke tempat wisata nya.. …"
M. Muharrom Maghroby;3 tahun lalu;Positif;Bukit Jaddhih;Cukup bagus untuk tempat spot foto. Fasilitas masih dalam tahap pengembangan. Sayangnya masih terlalu banyak pungli disini. Sebaiknya bawa orang asli madura hehe
Vika Saraswati;4 tahun lalu;Negatif;Bukit Jaddhih;Airnya gak sesuai yang biasa biru kemaren coklat, banyak targetan di jalanan
Ani Infianah;setahun lalu;Positif;Bukit Jaddhih;Tempat penuh kenangan. Karena disinilah ku terakhir kali berkumpul dan berwisata dgn tempat kerja yg lama yaitu SDN Cangkringmalang 2... tempat yg istimewa, kealamiannya masih terjaga, sehingga terlihat indah
ahmad banser;4 tahun lalu;Negatif;Bukit Jaddhih;Jangan sekali kali datang di musim kemarau. Berdebu dan tak mengenakkan
Agustia Dwi;5 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata bagus disarankan membawa payung atau masker penutup
Brian Budhi;3 bulan lalu;Negatif;Bukit Jaddhih;Sepertinya sekarang tdk ada pengelolaan.. Jd kotor kurang perawatan
Deri Prihandoko;setahun lalu;Positif;Bukit Jaddhih;"Lumayan murah
Masuk tiket mobil 25.000
Naik kapal 30.000 ( mas kapal nya ramah dan pinter jd fotografer)"
Kikik Corps;5 tahun lalu;Positif;Bukit Jaddhih;Bagus untuk spot foto. Terutama saat siang sampai sore hari.
Baginda Nainggolan;5 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata yg eksotis walau panas nya minta ampun. Tapi banyak pos pembayaran yg bahkan terkadang agak maksa mintanya
juni hadi;4 tahun lalu;Positif;Bukit Jaddhih;Tempat alami, bagus, tapi sayang setiap bergerak bayar, geser sedikit bayar, keamanan menuju tempat sangat rawan daerah kampung narkoba dan begal.
Irine MAH;5 tahun lalu;Negatif;Bukit Jaddhih;Bayar masuk awal utk kendaraan 10rb (motor), terus pas masuk lokasi bayar lagi 5rb per orang
AgungBN Chanel;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus. Model wisata alam. Tp sayang, sy datang pas musim kemarau. Debunya luar biasa. Siap-siap kaca mata dan masker. Disisi yg lain masih ada aktivitas penambangan. Debu muncul jg dari lalu lalang truk penambangan ini. Kl boleh kasih saran, penambangan diliburkan saat hari libur
Kartika Dyah;6 bulan lalu;Positif;Bukit Jaddhih;Memang untuk hunting foto. Bagus spot nya
fichy lubis;4 tahun lalu;Positif;Bukit Jaddhih;pemandangannya bagus, jalanannya mantap. masuknya murah.
N.H Kim;8 bulan lalu;Negatif;Bukit Jaddhih;"Pungliiiiiii......
Lumayan sii banyak pungli...
Tempatnya ya udah bareng tuh sama truk2 ambil batu2, jalannya rusak, banyak …"
Hamba Allah;setahun lalu;Negatif;Bukit Jaddhih;Panas bgt, kurang terawat ya emang buat penambangan ya
Den roro;5 tahun lalu;Positif;Bukit Jaddhih;Panorama oke.. tetapi sangat perlu dikelola dengan baik... Agar lebih nyaman untuk dikunjungi
Dewi Handayani;3 tahun lalu;Positif;Bukit Jaddhih;Tempat ini merupakan wisata alam dengan utamanya adalah menonjolkan Tebing Putih dari kapur dan pahatan yg unik pada tebingnya, seperti tebing breksi di Yogya dan seperti taman sari di Yogya
Om Hilmi;2 tahun lalu;Positif;Bukit Jaddhih;Buatan manusia,sisa sisa pertambangan yg masih aktif,tetapi panoramanya exotis?????? …
Ahmad Zainuri;4 tahun lalu;Positif;Bukit Jaddhih;Kalau musim kemarau harus mikir dulu..buat ke sana.   .panas sama debunya yg gak kuat.....
M. Idzha Adhitya Ranius;4 tahun lalu;Positif;Bukit Jaddhih;Bukit Kapur Jaddih atau lebih dikenal dengan nama Bukit Jaddih adalah sebuah tempat untuk penambangan batu kapur putih dan bukan tempat wisata tetapi saat ini banyak wisatawan yang berkunjung ke lokasi tersebut, dikarenakan pemandangannya …
Wiwik Sugiyati;3 tahun lalu;Negatif;Bukit Jaddhih;Fasilitas blm memadai...seperti kamar kecil (paling penting ) hanya tersedia disekitar kolam renang.(bawah)..itupun ga nampung jika musim liburan tiba...antrinya...minta ampun..tempat untuk beristirahat...ga ada...kecuali yg sewa  rumah …
Muhamat Cahyo;setahun lalu;Negatif;Bukit Jaddhih;Kotor...panas..sekedar memenuhi hasrat penasaran aja
Achmad Riyadi;5 tahun lalu;Positif;Bukit Jaddhih;Bukit Jaddih merupakan bukit yang terbentuk dari batuan kapur yang mulanya di tambang lalu berproses menjadi tempat wisata melalui kearifan warga lokal yang mengelola. Akses menuju tempat ini cukup mudah, karena jalan sudah beraspal hingga …
titish Irawan;4 tahun lalu;Positif;Bukit Jaddhih;View nya asyiiikkk.., unik..  Asal muasal dari bekas tambang batu kapur.. Panasx..., huufhh teriiik menggigit.., jd kalau kesana lagi musti pake sunblock tebal biar gk tambah gosong... Hehehe.. Mampir deh kalau jalan jalan ke pulau Madura ya gaess...
Zipank;5 tahun lalu;Positif;Bukit Jaddhih;salah satu tempat alternatif wisata bersama tmn atau keluarga, kl kesini wkt siang bolong pastikan mbawa topi dan kacamatabkrn panas dan ckp silau
Muhammad SyaihYudi;5 bulan lalu;Positif;Bukit Jaddhih;tempat wisata ini sangat bagus banyak tempat untuk berfoto2 bersama keluarga, teman dan juga pacar itupun klo punya pacar hehe, cmn pengelolaan nya masih kurang karena setiap tempat yang menjadi pusat untuk berfoto aja masih ada parkir liar …
Hammada Syarif;5 tahun lalu;Positif;Bukit Jaddhih;tempatnya sangat indah, banyak pekerja kapur yang melakukan tambang. ada danau nya juga. jalanya tanah dan harus berhati hati. biaya masuknya 5000 rupiah untuk 1 orang.
RR Mommy;5 tahun lalu;Positif;Bukit Jaddhih;"Yang suka offroad pasti seneng bawa motor ke naik ke atas bukit jeddih-bangkalan,  ada banyak banget jalur menuju atas, kalau buat cewek yang belum bener"" bisa bawa motor mending jangan ?? jangan lupa bawa minum diatas nggak ada orang jualan sama sekali …"
Jurnalisman Jurnal;5 tahun lalu;Positif;Bukit Jaddhih;View nya bagus... Cm sayang,akses masuk jalan msh jelek & masuk nya bnyk bayar...
Diana Anyelir;2 tahun lalu;Positif;Bukit Jaddhih;Asyik cuma waktu itu sepi ya karena masih ada corona tapi ya ada aja pengunjung
SM Sinar Mucha;2 tahun lalu;Positif;Bukit Jaddhih;Cukup indah, perpaduan alam dengan intruksi manusia. Cuma pelayanannya kurang.
Khoirur Roziqin;5 tahun lalu;Positif;Bukit Jaddhih;BUKIT JADDIH MADURA adalah bukit yang masih di jadikan lahan pengambilan kapurnya utk bahan bangunan. Jadi ketika kita di bukit JADDIH ini kita akan melihat juga aktifitas para penambang kapur lengkap dengan segala peralatannya termasuk …
Said Hafidh;4 tahun lalu;Positif;Bukit Jaddhih;View bagus, sayang tidak dikelola dengan baik, cenderung tanpa ada pengelola
Estetika Brahmana;3 tahun lalu;Positif;Bukit Jaddhih;Perlu bawa payung,sunscreen,pake sepatu dan baju lengan panjang
Neng phien;4 tahun lalu;Positif;Bukit Jaddhih;Tempat nya bagus banget dan terlalu panas karna mu gkin dari gunung kapurnya
nanang zovand;4 tahun lalu;Positif;Bukit Jaddhih;Tempat nya nyaman banget sepanjang jalan mata dimanjakan dengan alam
Nuraini Yulianti;3 tahun lalu;Positif;Bukit Jaddhih;Udh 3x kesini, banyak spot foto. Tempatnya unik, namun akses jalannya gaenak bgt
emelly chan;4 tahun lalu;Positif;Bukit Jaddhih;bukit jaddhih yg ada di madura ini memang wajib di kunjungi .. view yang menarik & instagramable banget .. untuk tiket masuk kalian cukup membayar 10rb per orang loh, murah banget untuk view sekeren ini. .
Yanda Zaihifni;4 tahun lalu;Positif;Bukit Jaddhih;Tempat yg indah lan layak untuk dikunjungi, akatetapi akses jalan yg cukup sulit
istiada istiada;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus cuma kurang difasilitasi,kebanyakan pungli
Yume Wisata;setahun lalu;Positif;Bukit Jaddhih;"tempat wisata bagus dengan view yang bagus, cuman masyarakat setempat banyak jd tukang palak.
sehingga pengunjung gak nyaman aja semua2 serba bayar"
andityo pratama;5 tahun lalu;Positif;Bukit Jaddhih;Lokasi wisata dengan spot foto yang menarik, sayangnya petunjuk arah ke lokasi masih minim dan untuk lokasinya masih dalam proses pembangunan
Aulia Jihan RH;10 bulan lalu;Positif;Bukit Jaddhih;Ke bukit Jaddih hari rabu (hari kerja). naik mobil empat orang dari Surabaya ke Bangkalan, waktu tempuhnya cuma setengah jam-an lewat Suramadu. Harusnya gak lama. Tapi karena ikutin rute yang disarankan sama Google maps (rute terdekat), …
Nanik Purwaningsbbb:gvuih;2 bulan lalu;Negatif;Bukit Jaddhih;"Ngak sesuai dengan gambar
karcisnya dobel-dobel
Pelayananya ngak sesuai
Jalanya berdebu"
Edy Susetyo;5 tahun lalu;Positif;Bukit Jaddhih;spot menarik untuk foto. Perlu dikelola dan didesain lebih profesional lagi.
Irmawan Werdyanto;9 bulan lalu;Positif;Bukit Jaddhih;Sebenarnya Bukit Jaddih memiliki kemiripan dengan Garuda Wisnu Kencana (GWK), meski tidak apple to apple. Perlu sentuhan lagi agar eye catching dan lebih instagramable serta wisatawan ingin kembali berkunjung. Banyak yang perlu dibenahi. …
Virr Virroohh;5 tahun lalu;Negatif;Bukit Jaddhih;Nggak bisa maksimal fotonya karena tmpatnya panaaaaassss banget tersorot sinar matahari langsung???? …
Muhamad Rizal;2 bulan lalu;Negatif;Bukit Jaddhih;Tidak memuaskan,pungli 2kali,sampek dalam masih d mintak,i uang lagi
Rifai Jooz;4 tahun lalu;Positif;Bukit Jaddhih;"Menju lokasi jalanya kecil,dan begitu mendekati lokasi jalan bergelombang dan berdebu.tp tempatnya keren.
Jika ingin berkunjung ke tempat ini jangan lupa bawa masker."
ade kurnia;4 tahun lalu;Positif;Bukit Jaddhih;Perjalan menuju bukit Jaddih - Madura masih kurang akses nya . . Melewati jalanan2 desa yg sempit dan jalanan nya masih banyak yg kurang bagus... Lumayan memakan waktu yg.lama tetapi setelah liat tempat nya bakalan terbayar perjalan jauh …
Yokhanan PRASETYONO;2 tahun lalu;Positif;Bukit Jaddhih;Bekas pertambangan kapur yang eksotis. Cocok buat yang punya hobby fotografi. Disarankan untuk datang pada pagi hari atau sore hari, siang panasnya minta ampun ?? …
Adrijanus Warsito;3 bulan lalu;Positif;Bukit Jaddhih;Sangat menarik..
Ari setiawan;4 tahun lalu;Positif;Bukit Jaddhih;Bekas tambang yang tertata untuk pariwisata, dan untuk masuknya hrus bayar sampai 3 kali untuk masuk ke sini
Yavezandrew;2 tahun lalu;Positif;Bukit Jaddhih;Keren tempatnya cuma belum teroganisir dengan baik, banyak banget bayarnya di awal bayar 5k masuk lagi bayar 10k trus parkir bayar 10k lagi. Siapin uang 25 ya gaes
Dodik Maryanto;4 tahun lalu;Positif;Bukit Jaddhih;Wisata batu kapur di bangkalan madura. Hanya 1 jam dari surabaya. Disarankan membawa mobil yang tidak ceper, MPV atau SUV. Karena medannya lumayan terjal. Wajib membawa payung dan sunblock jika takut panas. Karena kawasan kapur jadi udara terasa panas dan matahari sangat terik. Jika musim kemarau panjang, telaga kehabisan air.
Wismandaka Tri Ardana;5 tahun lalu;Positif;Bukit Jaddhih;Untuk tempat foto lumayan menarik tapi sangat panas
CHOLID LEANDTOUR;3 bulan lalu;Positif;Bukit Jaddhih;Luar biasa.....
Akhmad Kanzul F;5 tahun lalu;Negatif;Bukit Jaddhih;"Datang disaat tidak tepat, musim kering.
Air menyusut. Banyak sampah. …"
Irvan Melyanto;5 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur yang ada di jaddih,madura. Tempatnya berdebu banyak aktifitas penambangan kapur tapi spot fotonya overral bagus banget
peas;sebulan lalu;Positif;Bukit Jaddhih;walah walah, sedia aja uang 10.000 yang banyak gan ?? …
Muhammad Hasan;3 tahun lalu;Positif;Bukit Jaddhih;"Bagus pemandangan nya..
Hanya saja fasilitas nya kurang baik."
Eka Dwi Cahyono;5 tahun lalu;Positif;Bukit Jaddhih;Paling enak pas mendung kesini, gak kepanasan. Tempatnya luas banget jadi bisa bikin formasi pakai banyak mobil
Faradhilah Diandra;4 tahun lalu;Positif;Bukit Jaddhih;bagus buat jadikan tempat wisata tapi panas banget
Foxy 999;4 tahun lalu;Negatif;Bukit Jaddhih;objek wisata yang punya potensi namun masih perlu diperbaiki dalam managemennya. banyak pungli.
AR PROJECT;5 tahun lalu;Positif;Bukit Jaddhih;Bagus kalo pagi biar gak panas, dan jalannya lumayan rusak
