lokasi;ulasan;sentimen
Bukit Jaddhih;Wisata batu kapur di bangkalan madura. Hanya 1 jam dari surabaya. Disarankan membawa mobil yang tidak ceper, MPV atau SUV. Karena medannya lumayan terjal. Wajib membawa payung dan sunblock jika takut panas. Karena kawasan kapur jadi udara terasa panas dan matahari sangat terik. Jika musim kemarau panjang, telaga kehabisan air.;Positif
Bukit Jaddhih;Untuk tempat foto lumayan menarik tapi sangat panas;Positif
Bukit Jaddhih;Luar biasa.....;Positif
Bukit Jaddhih;"Datang disaat tidak tepat, musim kering.
Air menyusut. Banyak sampah. …";Negatif
Bukit Jaddhih;Bukit kapur yang ada di jaddih,madura. Tempatnya berdebu banyak aktifitas penambangan kapur tapi spot fotonya overral bagus banget;Positif
Bukit Jaddhih;walah walah, sedia aja uang 10.000 yang banyak gan 😁 …;Positif
Bukit Jaddhih;"Bagus pemandangan nya..
Hanya saja fasilitas nya kurang baik.";Positif
Bukit Jaddhih;Paling enak pas mendung kesini, gak kepanasan. Tempatnya luas banget jadi bisa bikin formasi pakai banyak mobil;Positif
Bukit Jaddhih;bagus buat jadikan tempat wisata tapi panas banget;Positif
Bukit Jaddhih;objek wisata yang punya potensi namun masih perlu diperbaiki dalam managemennya. banyak pungli.;Negatif
Bukit Jaddhih;Bagus kalo pagi biar gak panas, dan jalannya lumayan rusak;Positif
Bukit Jaddhih;Sudah banyak berubah yaaa.. airnya jg tidak sejernih dulu. Sampah dimana-mana huhu :( so sad. Semoga pemerintah atau setidaknya pengurus bukit jaddih memperhatikan lagi. Disana juga bau pesing, khususnya di tempat-tempat yg masih di renov. …;Negatif
Bukit Jaddhih;Biasa aja. Gunung kapur biasa. Kalau siang puanas banget. Danaunya kering.;Negatif
Bukit Jaddhih;Spot foto yg abrakadarba... Awesome;Positif
Bukit Jaddhih;Bagusss bgt,,luas banget tebing tebing kapur yang menjulang tinggi...pokokny kudu mampir ke sini yach,,tepatnya di pulau madura,gak jauh lho dari jembatan suramadu,banyak spot spot kerennya,n yang suka naek kuda,tersedia jg lho,oiya satu lagi,,di bukit kapur jaddih ini jg terdapat gua,bernama goa pute;Positif
Bukit Jaddhih;Kalau itu punya pemkab yaa kan bisa anggaran jalan masuk apbd karena bisa jadi destinasi kebanggaan bangkalan dan masyarakat setempat harus menjaga oknum pungli pungli yg tak bertanggung jawab serta keamanan tersebut agar bisa ramai destinasi tersebut dan pengunjung bisa nyaman;Negatif
Bukit Jaddhih;Banyak pungli, kebanyakan  bayar pas masuk wisatanya jadi males kapok gak mau balik lagi mending ke pantai aja;Negatif
Bukit Jaddhih;Bukit Jaddih, pesona wisata di Madura yang tersembunyi. View nya bagus banget.. Rekomendet untuk foto preweed. Serius...;Positif
Bukit Jaddhih;Sangat mengesankan..tencuuu ''Madura'' & (Bukit Kapur Jaddih) salah satu surga dunia . 😍 …;Positif
Bukit Jaddhih;"Banyak pungli masuk motor hari selasa
Masuk portal bayar 2rb/orang, masuk dikasih tiket warna pink, masuk lagi ke parkiran ditagih 5rb / orang";Negatif
Bukit Jaddhih;Makanya banyak orang yang merasa dirampok disana,, jelas.. Tiap tingkatannya dimintai uang.. Ya ga suka aja gblk digituin, rata2 orang madura mah gitu, ambil keuntungan tanpa perasaan. Walaupun bagus foto di sana;Positif
Bukit Jaddhih;Anginya kemaren kencang, jd kapur berterbangan buat sesak. Trs banyak pungutan gais, kyk setiap spot itu dipegang sma beberap org yg mana kita hra bayar min /org 5rb. Syedihhh;Negatif
Bukit Jaddhih;bagus sih, tapi tidak recomended saat musim panas,  debu beterbsngan, dan kendaraan jadi sangat kotor. dan lahi, hati2 ada preman palak minta duit.;Positif
Bukit Jaddhih;Saya penasaran dg ke'indahannya, msh mencari info tentang Bukit Jeddih, rencana bawa rombongan min 1 bus tp katanya bus tdk bs msk, benarkah begitu, sbb saya pengelola TPQ yg setiap th anak'' saya ajak refresing pd acara akhirussanah.      saya sangat mengharapkan dpt inf yg jelas;Positif
Bukit Jaddhih;Jalan menuju lokasi sebagian rusak dan kecil harus berhati-hati ketika berpapasan antar roda empat, tiket masuk 5 ribu rupiah, belum masuk ke danau buatan, naik perahu hias per orang 5 ribu rupiah, pemandangan sangat indah dan …;Positif
Bukit Jaddhih;Tempatnya bagus..kl kesini disarankan rombongan;Positif
Bukit Jaddhih;"Untuk pengelolaan bukit jadih tolong ditertibkan banyak iuran
masuk kampung bayar..
pintu masuk bayar... …";Negatif
Bukit Jaddhih;Cukup kreatif dengan spot photo instagramable...;Positif
Bukit Jaddhih;Keren.. aksesnya yg susah masih jadi satu dg truk material;Positif
Bukit Jaddhih;Bukit kapur bekas tambang yang eksotik;Positif
Bukit Jaddhih;Sepi, kurang terawat, akses jalan menuju lokasi banyak yang rusak.;Negatif
Bukit Jaddhih;Masih alami dan tradisional, penambangan kapurnya masih aktif sehingga agak mengganggu pariwisata, pengelolaan masih kurang profesional;Negatif
Bukit Jaddhih;Puanas.... BerHati hati Banyak Pungutan Tiket Liar... Mengatas Namakan Wisata Bukit Jeddih... jangab Sampai Salah Masuk... Mending Mengikuti Kendaraan Besar Atau Truk... Karena Banyak Gang Gang Kecil Trus Dikasih Tulisan ke Bukit Jeddih …;Negatif
Bukit Jaddhih;Tempat bagus nih buat ngisi liburan bareng keluarga, yang lagi stress pengen cuci mata cocok banget;Positif
Bukit Jaddhih;Tempat ini secara alami sdh bagus tapi perlu ditata spy lebih baik lagi jg sarana umum spy ditambah. Tx;Positif
Bukit Jaddhih;Tempatnya bagus sebenernya cuma sayang aja masih belum ada rambu2 atau petunjuk arah jadi orang pendatang pasti masih bingung...;Positif
Bukit Jaddhih;Lokasi Makin Keren, Pengelolaan diperbaiki biar pengunjung semakin nyaman;Positif
Bukit Jaddhih;Jangan lupa bawa kacamata,  masker,  sama payung ya gesss,,  banyak debu,  panas,  tapi view nya bangus kok lagi di renov gitu,,,;Positif
Bukit Jaddhih;Banyak pungli di setiap objek foto.;Negatif
Bukit Jaddhih;tempatnya bagus, keren, lebih kearah wisata pemandangan lah ya;Positif
Bukit Jaddhih;Awal dateng berasa kok gini doang, pas di area bukit tiba2 disamperin orang sana trus diarahkan ke tempat spot2 Poto, pas ke lokasi ternyata emang cukup asik, banyak spot indah, saran kebersihan lebih diperhatikan dan juga akan semakin …;Positif
Bukit Jaddhih;Takjub sama pemandangan di sini.sangat luar biasa.bukit jaddih ini bekas tambang batu kapur ya gess;Positif
Bukit Jaddhih;Bagus untuk foto2;Positif
Bukit Jaddhih;Sangatlah sayang lokasi ini, sekarang sepi karena dampak Corona;Positif
Bukit Jaddhih;Tempatnya bagus, cuma di kelola warga lokal dan ada pungli juga sebelum masuk wisata.;Positif
Bukit Jaddhih;"Keren....
Pas panasan kerennya...
😭😭😭 …";Positif
Bukit Jaddhih;Bgus sihh, cm sepi;Positif
Bukit Jaddhih;Salah satu wisata yg recomend di Bangkalan Madura;Positif
Bukit Jaddhih;Tempatnya sangat panas jika tidak musim hujan.kalau kesana dihimbau bawa masker dan topi bila perlu pakai sunblock;Positif
Bukit Jaddhih;Recomended. Jalan tdk susah. Jgn lpa bawa topi. Masker kacamata hitam;Positif
Bukit Jaddhih;"Datang sblm semuanya berubah jd lumut
.. mumpung masih berwarna putih 🤭 …";Positif
Bukit Jaddhih;Salah satu destinasi wisata di pulau Madura. Merupakan pegunungan kapur yang ditambang oleh warga. Panas iya. Tapi semua itu terbayar dengan pemandangan indah tempat itu;Positif
Bukit Jaddhih;Bukit kapur yang masih ditambang. Menyajikan keindahan bekas galian yang bagus, sedang dalan tahap pengembangan juga;Positif
Bukit Jaddhih;panas penuh debu banyak tempat yg berbayar untuk masuk ke akses yg kita ingini tapi bagus sih pemandangannya instragamable banget..;Positif
Bukit Jaddhih;Tempat yang Bagus..  Saran datang saat pagi atau agak sore..  Karena panas... ☀☀☀;Positif
Bukit Jaddhih;Msh banyak kurangnya dan perawatan..... Baik itu petunjuk arah, dan tempat yg bagus buat spot foto...;Positif
Bukit Jaddhih;Sangat unik dan menarik untuk dikunjungi. Namun sayang sekali pada saat musim kemarau airnya menguning, tidak biru seperti kebanyakan foto yang beredar. Bila kesini juga harus hati-hati dengan debu, jangan lupa siapkan masker.;Positif
Bukit Jaddhih;Pas mendung kesini oke lah. Tapi kalau pas panas ya wow rasanya pasti...;Positif
Bukit Jaddhih;Tempat bagus untuk hunting foto dan rekreasi keluarga;Positif
Bukit Jaddhih;Bukit kapur yg diukir indah. Sayang berdebu karena masih ditambang kapurnya;Positif
Bukit Jaddhih;Bagus, tp masih dalam renovasi. Mungkin kalau sudah jadi akan sangat bagus;Positif
Bukit Jaddhih;Bukit jaddih Bangkalan merupakan bukit kapur yang masih aktif. Jadi banya pekerja yang melakukan aktivitas penambangan di tempat tersebut. Sebagian spot bekas penambangan dapat anda gunakan sebagai wahana wisat. Di sana terdapat kolam …;Positif
Bukit Jaddhih;Perbukitan kapur yg lg d olah untuk wisata batu kapur;Positif
Bukit Jaddhih;Bukit Jaddih Madura , keren lokasinya seperti berasa ada di luar negri, cocok juga untuk yg suka berpetualang 😊👏👏 …;Positif
Bukit Jaddhih;Tempat yang sangat indah,dan saya sarankan jika anda ingin berkunjung ke tempat ini jangan lupa bawa masker, karena angin cukup kencang;Positif
Bukit Jaddhih;Panas dan berdebu...sebelum kesana baiknya siapkan masker, kacamata, topi dan payung...mohon retribusi biaya masuk jgn terlalu banyak;Negatif
Bukit Jaddhih;Tempat bagus, cuman banyak pungli. Tiket masuk 20rb.. Trus di dalam, eh masih ditarik uang parkir 20rb;Positif
Bukit Jaddhih;Hanya pemandangan bukit kapur saja, selebihnya tidak ada apa2 disana, danau nya juga kering;Negatif
Bukit Jaddhih;Ketika melihat pola kerukannya, nambangnya penuh dgn perhitungan.;Negatif
Bukit Jaddhih;Lokasi wisata dikelola oleh masyarakat sekitar, sehingga menimbulkan kesan yang amburadul. Tidak ada lokasi parkir yang memadai. Harga tiket relatif murah, 5rb/orang.;Positif
Bukit Jaddhih;Belum terawat, masih banyak pungli utk tiket masuk;Negatif
Bukit Jaddhih;Tempat cocok untuk rekreasi. Namun hati2 untuk yang berangkat sendirian atau berduaan. Karena banyak begal;Negatif
Bukit Jaddhih;"Spot Foto dengan latar bukit kapur bekas galian tambang.

Toilet gelap tdk ada lampu. …";Positif
Bukit Jaddhih;Lahan luas ... cocok buat wisata yg dekat dengan Surabaya. Buat foto-foto prewedding, dan keluarga. Tiket parkir motor 10rb .dan tikect  masuk 5000 perorangan.  Disarankan bawa payung , dan kondisi sehat supaya bisa jalan² tanjakan bisa di …;Positif
Bukit Jaddhih;Tempat wisatanya lumayan bagus, tp panas;Positif
Bukit Jaddhih;"Bagus sih tmpt nya😊, tp nggak ada tmpt buat berteduh
Panas bgt🥵🥵 …";Positif
Bukit Jaddhih;Tempat tambang kapur. Bagus tempatnya. Sayangnya jalan kecil menuju lokasi kalau habis hujan jadi becek berlumpur. Sehingga agak berbahaya untuk pengendara motor.;Positif
Bukit Jaddhih;"tidak seindah dan sebagus 1-2 tahun lalu
kondisi danau buatan sangat mengenaskan";Positif
Bukit Jaddhih;Keren pemandangannya sayangnya jalannya kurang terbenahi;Positif
Bukit Jaddhih;Tempatnya menarik kalau di explore lagi, banyak hidden spot yang sepi banget jauh dari wisatawan pada umunya.;Positif
Bukit Jaddhih;"Wajib sun glasses & sun cream
Selebihnya wow & indah";Positif
Bukit Jaddhih;Keren, sebuah tempat bekas pertambangan yg dijadikan tempat wisata;Positif
Bukit Jaddhih;"Keren bnget.. Unik dengan ukiran batu kapur yg dibentuk sedemikian rupa

Cukup dengan 35rb saja..  Video lebih lanjut bisa tonton dichannel
youtube dianawek dian";Positif
Bukit Jaddhih;Bagus rek..cm kl k sana bagusan pas sunset ato pagi sekalian;Positif
Bukit Jaddhih;Banyak preman dan panas sekali. Jadi tidak nyaman untuk berwisata.;Negatif
Bukit Jaddhih;Danaunya kyk gak terawat, aksesnya jg kurang bagus, tp mayan seh buat foto2;Positif
Bukit Jaddhih;Mestinya ada wisata pakai jeep dari suramadu ke bukit jaddih.. kebayang asyiknya sih lewat sawah2, jalan makadam dan bisa muter2 di bukit 😍😘 …;Positif
Bukit Jaddhih;Tempat nya bagus,  sangat di sayangkan Pungli Pungli juga,  jalan masuk lokasi juga sangat bagus  dan Sangat di harapkan dinas parawisata yamg berkaitan Tolong di benahi.;Positif
Bukit Jaddhih;Penambangan kapur yang dijadikan obyek wisata. Lebih besar dari tebing breksi, sangat potensial. Masih sedang dikembangkan;Positif
Bukit Jaddhih;Sangat bagus dan keren buat foto..;Positif
Bukit Jaddhih;Tempatnya bagus, sayang panas nya menyengat.;Positif
Bukit Jaddhih;Bagus sekali. Sangat potential untuk dikembangkan. Akses jalan dan pengelolaan obyek wisata perlu ditingkatkan;Positif
Bukit Jaddhih;Pemandanganya bagus, klo kesini mendingan di sore hari. Supaya tidak kena terik matahari yg panas;Positif
Bukit Jaddhih;Nice place n klo pinter cari spot foto pasti kece .. 👍🏻 …;Positif
Bukit Jaddhih;Bagus tapi menyeramkan 😂. Kalo berangkat sama2 cewe. Jalanan curam. Mending naik mobil pas kesini soalnya debunya bertebaran. Trus danaunya kalo pas musim panas ijo enggak biru lagi. …;Positif
Bukit Jaddhih;Disini pemandangan dari atas sangatlah indah, dengan dikelilingi pegunungan kapur. Menjadi tempat yang sangat menarik;Positif
Bukit Jaddhih;Nggak tau sih, menurutku sistem administrasi nya kurang tertata, but lumayan;Negatif
Bukit Jaddhih;Buat spot photo aja sih klo LG kemarau;Positif
Bukit Jaddhih;"Akibat keserakahan manusia bukit jaddih lama"" akan hilang";Negatif
Bukit Jaddhih;Panas. Dan mahal tiket nya. Masa disuruh bayar 2 kali. 2 org 40rb . Tempat nya mengecewakan. Parahh;Negatif
Bukit Jaddhih;Tempat nya bagus untuk tiket masuk 30. Kalau mau naik keatas harus nambah biaya padahal tmpt sama saja;Positif
Bukit Jaddhih;Ada perahu buat foto ada juga kolam renang;Positif
Bukit Jaddhih;Tempat wisatanya bagus eksotis,,,bagus utk wawasan perbukitan keras;Positif
Bukit Jaddhih;Pilihan wisata yang bagus, hanya saja terlalu banyak preman. Dikit2 bayar.;Positif
Bukit Jaddhih;Tempatnya artistik ..bagus u foto spot.. cuman agak panas..;Positif
Bukit Jaddhih;Tempat penggalian kapur yang dijadikan tempat wisata;Positif
Bukit Jaddhih;Bukitnya tidak buruk, lumayan buat foto2, hawanya panas;Positif
Bukit Jaddhih;Jng bagus viewnya utk swa berfoto;Positif
Bukit Jaddhih;Akses masih buruk, akan lebih baik juga jika diberikan penunjuk arah masuk dan keuar. Karena sangat membingungkan;Negatif
Bukit Jaddhih;"View nya bagus
Tempatnya dingin dan sejuk";Positif
Bukit Jaddhih;Perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik.;Positif
Bukit Jaddhih;Bagus...tapi panasnya mintak ampunnnn😅gpp yg penting seru👍 …;Positif
Bukit Jaddhih;"Bagusss sekali cumaa PUNGLINYA ITULOHH....  WAGELASEEEHH!!  bikin gak lagi lagi kesana sebelum bener bener di atur tur tur..  Jalan berapa meter bayar ...jalan lagi bayar...  Jalan lagi bayar...  -.-"") keterlaluan sih menurutku.";Positif
Bukit Jaddhih;Tempat nya keren banget.. Dri awal. Masuk ada pungutan biaya...;Positif
Bukit Jaddhih;Kurangnya penunjuk jalan, lokasi yg berdebu namun di goa pote lumayan dingin dan sejuk,  lokasi berdebu karena area tambang batu kapur;Negatif
Bukit Jaddhih;Pertambangan kapur yang di jadikan objek wisata,  ada goa2 buatan,  danau dan tebing2 kapur.;Positif
Bukit Jaddhih;Bukit jaddih merupakan destinasi yang menarik untuk dikunjungi ketika berada di Madura. Bukit Jaddih ialah destinasi berupa tambang kapur yang memiliki pemandangan yang Instagramable. …;Positif
Bukit Jaddhih;Danau yang di bawah kurang bagus. Lebih bagus naik le atas bukitnya. Viewnya mantap.;Positif
Bukit Jaddhih;Bulan Agustus kesana..  Danaunya surut.. pdhal klo pas airnya penuh lebih bagus;Positif
Bukit Jaddhih;"Lagi lagi
SDM nya penduduk sana😭 …";Negatif
Bukit Jaddhih;Oct 2022, ga seputih tahun 2016.;Negatif
Bukit Jaddhih;Tempat nan indah dan sempurna untuk berpose serasa berada di dunia dongeng;Positif
Bukit Jaddhih;Banyak tukang parkir abal2 yang minta biaya parkir padahal kami sudah bayar parkir di depan, selebihnya bagus viewnya;Positif
Bukit Jaddhih;Pemandangannya sangat 👍😎👍 …;Positif
Bukit Jaddhih;Melihat tambang kapur yg diubah jadi obyek wisata. Pakai sunscreen atau alat pelindung, di siang hari panas sekali;Positif
Bukit Jaddhih;Kerennn tempatnya cocok untuk bersantaii 👍 …;Positif
Bukit Jaddhih;Setelah nyampe kita disuguhkan hamparan bukit kapur yg indah;Positif
Bukit Jaddhih;Semua bagus..  Sayangnya toiletnya airnya kotor;Positif
Bukit Jaddhih;sangat recomend sayang banyak pungli. harus ditindak tegass;Negatif
Bukit Jaddhih;pada dasarnya bagus, namun masih perlu banyak perbaikan dan pengembangan;Positif
Bukit Jaddhih;Bagus tapi panas bgt, banyak restribusi yg gak jelas, penunjuk arah tidak jelas;Positif
Bukit Jaddhih;Tempat penambangan batu kapur, hati-hati untuk pengunjung dengan kendaraan roda 2 lebih baik pergi berkelompok.mi;Positif
Bukit Jaddhih;Pas otw kesana harus hati2 soalnya banyak banget yg narikin uang gk jelas. Terus tiba2 pas udh diatas dimintain uang tiket msuk padahal td d bawah udh bayar.  Hati2 ya guys;Negatif
Bukit Jaddhih;Tempatnya bagus buat foto. Biayanya murah meriah,cuma 10 ribu per 2 orang plus motor.;Positif
Bukit Jaddhih;Bukit Yang Bagus dan Indah gk rugi rekreasi ke sini;Positif
Bukit Jaddhih;Sepiiiiii g ad apa2 nyaaa .. kurang seru;Negatif
Bukit Jaddhih;Mungkin lebih bagus kesana klo musim hujan;Positif
Bukit Jaddhih;Bagus tempat nya... tapi jalan menuju lokasi perbaikin dunk....;Positif
Bukit Jaddhih;Walaupun panas dan debu, tapi ntah lah suka aja sama tempat ini.. kece bgttt 😍😍😍😍 …;Positif
Bukit Jaddhih;Panas kalo siang... Tapi kalo pagi atau sore lebih aku saranin sih;Positif
Bukit Jaddhih;Sudah mulai di perbaiki menjadi tempat Wisata;Positif
Bukit Jaddhih;Tempatnya panas siap2 bawa payung. Terlalu banyak retribusi menjengkelkan.;Negatif
Bukit Jaddhih;Bagus tetapi terlalu banyak pungutan liar.;Positif
