user;lokasi;sentimen;ulasan
Aulia Jihan RH;Bukit Jaddhih;Positif;Ke bukit Jaddih hari rabu (hari kerja). naik mobil empat orang dari Surabaya ke Bangkalan, waktu tempuhnya cuma setengah jam-an lewat Suramadu. Harusnya gak lama. Tapi karena ikutin rute yang disarankan sama Google maps (rute terdekat), …
Nanik Purwaningsbbb:gvuih;Bukit Jaddhih;Negatif;"Ngak sesuai dengan gambar
karcisnya dobel-dobel
Pelayananya ngak sesuai
Jalanya berdebu"
Edy Susetyo;Bukit Jaddhih;Positif;spot menarik untuk foto. Perlu dikelola dan didesain lebih profesional lagi.
Irmawan Werdyanto;Bukit Jaddhih;Positif;Sebenarnya Bukit Jaddih memiliki kemiripan dengan Garuda Wisnu Kencana (GWK), meski tidak apple to apple. Perlu sentuhan lagi agar eye catching dan lebih instagramable serta wisatawan ingin kembali berkunjung. Banyak yang perlu dibenahi. …
Virr Virroohh;Bukit Jaddhih;Negatif;Nggak bisa maksimal fotonya karena tmpatnya panaaaaassss banget tersorot sinar matahari langsung???? …
Muhamad Rizal;Bukit Jaddhih;Negatif;Tidak memuaskan,pungli 2kali,sampek dalam masih d mintak,i uang lagi
Rifai Jooz;Bukit Jaddhih;Positif;"Menju lokasi jalanya kecil,dan begitu mendekati lokasi jalan bergelombang dan berdebu.tp tempatnya keren.
Jika ingin berkunjung ke tempat ini jangan lupa bawa masker."
ade kurnia;Bukit Jaddhih;Positif;Perjalan menuju bukit Jaddih - Madura masih kurang akses nya . . Melewati jalanan2 desa yg sempit dan jalanan nya masih banyak yg kurang bagus... Lumayan memakan waktu yg.lama tetapi setelah liat tempat nya bakalan terbayar perjalan jauh …
Yokhanan PRASETYONO;Bukit Jaddhih;Positif;Bekas pertambangan kapur yang eksotis. Cocok buat yang punya hobby fotografi. Disarankan untuk datang pada pagi hari atau sore hari, siang panasnya minta ampun ?? …
Adrijanus Warsito;Bukit Jaddhih;Positif;Sangat menarik..
Ari setiawan;Bukit Jaddhih;Positif;Bekas tambang yang tertata untuk pariwisata, dan untuk masuknya hrus bayar sampai 3 kali untuk masuk ke sini
Yavezandrew;Bukit Jaddhih;Positif;Keren tempatnya cuma belum teroganisir dengan baik, banyak banget bayarnya di awal bayar 5k masuk lagi bayar 10k trus parkir bayar 10k lagi. Siapin uang 25 ya gaes
Dodik Maryanto;Bukit Jaddhih;Positif;Wisata batu kapur di bangkalan madura. Hanya 1 jam dari surabaya. Disarankan membawa mobil yang tidak ceper, MPV atau SUV. Karena medannya lumayan terjal. Wajib membawa payung dan sunblock jika takut panas. Karena kawasan kapur jadi udara terasa panas dan matahari sangat terik. Jika musim kemarau panjang, telaga kehabisan air.
Wismandaka Tri Ardana;Bukit Jaddhih;Positif;Untuk tempat foto lumayan menarik tapi sangat panas
CHOLID LEANDTOUR;Bukit Jaddhih;Positif;Luar biasa.....
Akhmad Kanzul F;Bukit Jaddhih;Negatif;"Datang disaat tidak tepat, musim kering.
Air menyusut. Banyak sampah. …"
Irvan Melyanto;Bukit Jaddhih;Positif;Bukit kapur yang ada di jaddih,madura. Tempatnya berdebu banyak aktifitas penambangan kapur tapi spot fotonya overral bagus banget
peas;Bukit Jaddhih;Positif;walah walah, sedia aja uang 10.000 yang banyak gan ?? …
Muhammad Hasan;Bukit Jaddhih;Positif;"Bagus pemandangan nya..
Hanya saja fasilitas nya kurang baik."
Eka Dwi Cahyono;Bukit Jaddhih;Positif;Paling enak pas mendung kesini, gak kepanasan. Tempatnya luas banget jadi bisa bikin formasi pakai banyak mobil
Faradhilah Diandra;Bukit Jaddhih;Positif;bagus buat jadikan tempat wisata tapi panas banget
Foxy 999;Bukit Jaddhih;Negatif;objek wisata yang punya potensi namun masih perlu diperbaiki dalam managemennya. banyak pungli.
AR PROJECT;Bukit Jaddhih;Positif;Bagus kalo pagi biar gak panas, dan jalannya lumayan rusak
Amalia HF;Bukit Jaddhih;Negatif;Sudah banyak berubah yaaa.. airnya jg tidak sejernih dulu. Sampah dimana-mana huhu :( so sad. Semoga pemerintah atau setidaknya pengurus bukit jaddih memperhatikan lagi. Disana juga bau pesing, khususnya di tempat-tempat yg masih di renov. …
Boy Le O;Bukit Jaddhih;Negatif;Biasa aja. Gunung kapur biasa. Kalau siang puanas banget. Danaunya kering.
Hendra Gunawan;Bukit Jaddhih;Positif;Spot foto yg abrakadarba... Awesome
Bagas Raditya (Oshinaga);Bukit Jaddhih;Positif;Bagusss bgt,,luas banget tebing tebing kapur yang menjulang tinggi...pokokny kudu mampir ke sini yach,,tepatnya di pulau madura,gak jauh lho dari jembatan suramadu,banyak spot spot kerennya,n yang suka naek kuda,tersedia jg lho,oiya satu lagi,,di bukit kapur jaddih ini jg terdapat gua,bernama goa pute
zainur hadi;Bukit Jaddhih;Negatif;Kalau itu punya pemkab yaa kan bisa anggaran jalan masuk apbd karena bisa jadi destinasi kebanggaan bangkalan dan masyarakat setempat harus menjaga oknum pungli pungli yg tak bertanggung jawab serta keamanan tersebut agar bisa ramai destinasi tersebut dan pengunjung bisa nyaman
Ridwan Oncy;Bukit Jaddhih;Negatif;Banyak pungli, kebanyakan  bayar pas masuk wisatanya jadi males kapok gak mau balik lagi mending ke pantai aja
hilbram attallah;Bukit Jaddhih;Positif;Bukit Jaddih, pesona wisata di Madura yang tersembunyi. View nya bagus banget.. Rekomendet untuk foto preweed. Serius...
Dita Audina;Bukit Jaddhih;Positif;Sangat mengesankan..tencuuu ''Madura'' & (Bukit Kapur Jaddih) salah satu surga dunia . ?? …
Novanwinli;Bukit Jaddhih;Negatif;"Banyak pungli masuk motor hari selasa
Masuk portal bayar 2rb/orang, masuk dikasih tiket warna pink, masuk lagi ke parkiran ditagih 5rb / orang"
Indana Zulfa;Bukit Jaddhih;Positif;Makanya banyak orang yang merasa dirampok disana,, jelas.. Tiap tingkatannya dimintai uang.. Ya ga suka aja gblk digituin, rata2 orang madura mah gitu, ambil keuntungan tanpa perasaan. Walaupun bagus foto di sana
Hariyanti Silitonga;Bukit Jaddhih;Negatif;Anginya kemaren kencang, jd kapur berterbangan buat sesak. Trs banyak pungutan gais, kyk setiap spot itu dipegang sma beberap org yg mana kita hra bayar min /org 5rb. Syedihhh
Singgih Yudhi Pramono;Bukit Jaddhih;Positif;bagus sih, tapi tidak recomended saat musim panas,  debu beterbsngan, dan kendaraan jadi sangat kotor. dan lahi, hati2 ada preman palak minta duit.
dakwatul ihsan;Bukit Jaddhih;Positif;Saya penasaran dg ke'indahannya, msh mencari info tentang Bukit Jeddih, rencana bawa rombongan min 1 bus tp katanya bus tdk bs msk, benarkah begitu, sbb saya pengelola TPQ yg setiap th anak'' saya ajak refresing pd acara akhirussanah.      saya sangat mengharapkan dpt inf yg jelas
nanto wantyastomo;Bukit Jaddhih;Positif;Jalan menuju lokasi sebagian rusak dan kecil harus berhati-hati ketika berpapasan antar roda empat, tiket masuk 5 ribu rupiah, belum masuk ke danau buatan, naik perahu hias per orang 5 ribu rupiah, pemandangan sangat indah dan …
Gunawan;Bukit Jaddhih;Positif;Tempatnya bagus..kl kesini disarankan rombongan
navi son;Bukit Jaddhih;Negatif;"Untuk pengelolaan bukit jadih tolong ditertibkan banyak iuran
masuk kampung bayar..
pintu masuk bayar... …"
Mokhamad Najib;Bukit Jaddhih;Positif;Cukup kreatif dengan spot photo instagramable...
Harris Taufik;Bukit Jaddhih;Positif;Keren.. aksesnya yg susah masih jadi satu dg truk material
mugowasono;Bukit Jaddhih;Positif;Bukit kapur bekas tambang yang eksotik
Anang Cozz;Bukit Jaddhih;Negatif;Sepi, kurang terawat, akses jalan menuju lokasi banyak yang rusak.
Ulin Chanel;Bukit Jaddhih;Negatif;Masih alami dan tradisional, penambangan kapurnya masih aktif sehingga agak mengganggu pariwisata, pengelolaan masih kurang profesional
Elf Stealth;Bukit Jaddhih;Negatif;Puanas.... BerHati hati Banyak Pungutan Tiket Liar... Mengatas Namakan Wisata Bukit Jeddih... jangab Sampai Salah Masuk... Mending Mengikuti Kendaraan Besar Atau Truk... Karena Banyak Gang Gang Kecil Trus Dikasih Tulisan ke Bukit Jeddih …
Eka Sahla;Bukit Jaddhih;Positif;Tempat bagus nih buat ngisi liburan bareng keluarga, yang lagi stress pengen cuci mata cocok banget
Anna Ariani Sale;Bukit Jaddhih;Positif;Tempat ini secara alami sdh bagus tapi perlu ditata spy lebih baik lagi jg sarana umum spy ditambah. Tx
sanoe dhie;Bukit Jaddhih;Positif;Tempatnya bagus sebenernya cuma sayang aja masih belum ada rambu2 atau petunjuk arah jadi orang pendatang pasti masih bingung...
Bang SUB;Bukit Jaddhih;Positif;Lokasi Makin Keren, Pengelolaan diperbaiki biar pengunjung semakin nyaman
Nadia Pramu Shinta;Bukit Jaddhih;Positif;Jangan lupa bawa kacamata,  masker,  sama payung ya gesss,,  banyak debu,  panas,  tapi view nya bangus kok lagi di renov gitu,,,
Aria Sarlito;Bukit Jaddhih;Negatif;Banyak pungli di setiap objek foto.
masyita masya;Bukit Jaddhih;Positif;tempatnya bagus, keren, lebih kearah wisata pemandangan lah ya
IAS RAHMAN;Bukit Jaddhih;Positif;Awal dateng berasa kok gini doang, pas di area bukit tiba2 disamperin orang sana trus diarahkan ke tempat spot2 Poto, pas ke lokasi ternyata emang cukup asik, banyak spot indah, saran kebersihan lebih diperhatikan dan juga akan semakin …
Rian Hidayat;Bukit Jaddhih;Positif;Takjub sama pemandangan di sini.sangat luar biasa.bukit jaddih ini bekas tambang batu kapur ya gess
Sardonani Rayanita;Bukit Jaddhih;Positif;Bagus untuk foto2
Arifin Driver72;Bukit Jaddhih;Positif;Sangatlah sayang lokasi ini, sekarang sepi karena dampak Corona
Dedi Wahyudi;Bukit Jaddhih;Positif;Tempatnya bagus, cuma di kelola warga lokal dan ada pungli juga sebelum masuk wisata.
jojo pietersz;Bukit Jaddhih;Positif;"Keren....
Pas panasan kerennya...
?????? …"
Hayu Esty;Bukit Jaddhih;Positif;Bgus sihh, cm sepi
Ulil Ma;Bukit Jaddhih;Positif;Salah satu wisata yg recomend di Bangkalan Madura
Angela Merry Krisdiana;Bukit Jaddhih;Positif;Tempatnya sangat panas jika tidak musim hujan.kalau kesana dihimbau bawa masker dan topi bila perlu pakai sunblock
arma Bejo;Bukit Jaddhih;Positif;Recomended. Jalan tdk susah. Jgn lpa bawa topi. Masker kacamata hitam
Fajar Dewa Adiguna;Bukit Jaddhih;Positif;"Datang sblm semuanya berubah jd lumut
.. mumpung masih berwarna putih ?? …"
ytsE 3as2ti;Bukit Jaddhih;Positif;Salah satu destinasi wisata di pulau Madura. Merupakan pegunungan kapur yang ditambang oleh warga. Panas iya. Tapi semua itu terbayar dengan pemandangan indah tempat itu
Ian Gabe Sinaga;Bukit Jaddhih;Positif;Bukit kapur yang masih ditambang. Menyajikan keindahan bekas galian yang bagus, sedang dalan tahap pengembangan juga
kholidah Wahyuni;Bukit Jaddhih;Positif;panas penuh debu banyak tempat yg berbayar untuk masuk ke akses yg kita ingini tapi bagus sih pemandangannya instragamable banget..
Desy Indraw;Bukit Jaddhih;Positif;Tempat yang Bagus..  Saran datang saat pagi atau agak sore..  Karena panas... ???
Prophana Handi;Bukit Jaddhih;Positif;Msh banyak kurangnya dan perawatan..... Baik itu petunjuk arah, dan tempat yg bagus buat spot foto...
Yosi Amalia Santi;Bukit Jaddhih;Positif;Sangat unik dan menarik untuk dikunjungi. Namun sayang sekali pada saat musim kemarau airnya menguning, tidak biru seperti kebanyakan foto yang beredar. Bila kesini juga harus hati-hati dengan debu, jangan lupa siapkan masker.
Nindy Dea;Bukit Jaddhih;Positif;Pas mendung kesini oke lah. Tapi kalau pas panas ya wow rasanya pasti...
Darwis N.a.;Bukit Jaddhih;Positif;Tempat bagus untuk hunting foto dan rekreasi keluarga
ignatia ida;Bukit Jaddhih;Positif;Bukit kapur yg diukir indah. Sayang berdebu karena masih ditambang kapurnya
Jp Ade;Bukit Jaddhih;Positif;Bagus, tp masih dalam renovasi. Mungkin kalau sudah jadi akan sangat bagus
Zaenal Zakariazen;Bukit Jaddhih;Positif;Bukit jaddih Bangkalan merupakan bukit kapur yang masih aktif. Jadi banya pekerja yang melakukan aktivitas penambangan di tempat tersebut. Sebagian spot bekas penambangan dapat anda gunakan sebagai wahana wisat. Di sana terdapat kolam …
Erwin Brewok;Bukit Jaddhih;Positif;Perbukitan kapur yg lg d olah untuk wisata batu kapur
Jeng Asih;Bukit Jaddhih;Positif;Bukit Jaddih Madura , keren lokasinya seperti berasa ada di luar negri, cocok juga untuk yg suka berpetualang ?????? …
Therry Martien;Bukit Jaddhih;Positif;Tempat yang sangat indah,dan saya sarankan jika anda ingin berkunjung ke tempat ini jangan lupa bawa masker, karena angin cukup kencang
Januar Sugiarto;Bukit Jaddhih;Negatif;Panas dan berdebu...sebelum kesana baiknya siapkan masker, kacamata, topi dan payung...mohon retribusi biaya masuk jgn terlalu banyak
Istiqomah Ardiyanto;Bukit Jaddhih;Positif;Tempat bagus, cuman banyak pungli. Tiket masuk 20rb.. Trus di dalam, eh masih ditarik uang parkir 20rb
Rita Sehan;Bukit Jaddhih;Negatif;Hanya pemandangan bukit kapur saja, selebihnya tidak ada apa2 disana, danau nya juga kering
Yuliarta Kurnia Pramai Sella;Bukit Jaddhih;Negatif;Ketika melihat pola kerukannya, nambangnya penuh dgn perhitungan.
Tommy Hutama;Bukit Jaddhih;Positif;Lokasi wisata dikelola oleh masyarakat sekitar, sehingga menimbulkan kesan yang amburadul. Tidak ada lokasi parkir yang memadai. Harga tiket relatif murah, 5rb/orang.
Rina Andriani;Bukit Jaddhih;Negatif;Belum terawat, masih banyak pungli utk tiket masuk
Ananda Nico Ardiansyah;Bukit Jaddhih;Negatif;Tempat cocok untuk rekreasi. Namun hati2 untuk yang berangkat sendirian atau berduaan. Karena banyak begal
Ricky Marlissa;Bukit Jaddhih;Positif;"Spot Foto dengan latar bukit kapur bekas galian tambang.

Toilet gelap tdk ada lampu. …"
Nunung Wahyudi SP;Bukit Jaddhih;Positif;Lahan luas ... cocok buat wisata yg dekat dengan Surabaya. Buat foto-foto prewedding, dan keluarga. Tiket parkir motor 10rb .dan tikect  masuk 5000 perorangan.  Disarankan bawa payung , dan kondisi sehat supaya bisa jalan² tanjakan bisa di …
RINA AZCHAR;Bukit Jaddhih;Positif;Tempat wisatanya lumayan bagus, tp panas
fardha fadillah;Bukit Jaddhih;Positif;"Bagus sih tmpt nya??, tp nggak ada tmpt buat berteduh
Panas bgt???? …"
Dyah Ayu NS;Bukit Jaddhih;Positif;Tempat tambang kapur. Bagus tempatnya. Sayangnya jalan kecil menuju lokasi kalau habis hujan jadi becek berlumpur. Sehingga agak berbahaya untuk pengendara motor.
Bayu Adi Wibowo;Bukit Jaddhih;Positif;"tidak seindah dan sebagus 1-2 tahun lalu
kondisi danau buatan sangat mengenaskan"
Adista Cista;Bukit Jaddhih;Positif;Keren pemandangannya sayangnya jalannya kurang terbenahi
Thobias Andhika;Bukit Jaddhih;Positif;Tempatnya menarik kalau di explore lagi, banyak hidden spot yang sepi banget jauh dari wisatawan pada umunya.
karlos david;Bukit Jaddhih;Positif;"Wajib sun glasses & sun cream
Selebihnya wow & indah"
Muhammad Farid;Bukit Jaddhih;Positif;Keren, sebuah tempat bekas pertambangan yg dijadikan tempat wisata
dianawek dian;Bukit Jaddhih;Positif;"Keren bnget.. Unik dengan ukiran batu kapur yg dibentuk sedemikian rupa

Cukup dengan 35rb saja..  Video lebih lanjut bisa tonton dichannel
youtube dianawek dian"
blue night;Bukit Jaddhih;Positif;Bagus rek..cm kl k sana bagusan pas sunset ato pagi sekalian
Rommy Perdana Putra;Bukit Jaddhih;Negatif;Banyak preman dan panas sekali. Jadi tidak nyaman untuk berwisata.
rya arista;Bukit Jaddhih;Positif;Danaunya kyk gak terawat, aksesnya jg kurang bagus, tp mayan seh buat foto2
Incam Sudarmadi;Bukit Jaddhih;Positif;Mestinya ada wisata pakai jeep dari suramadu ke bukit jaddih.. kebayang asyiknya sih lewat sawah2, jalan makadam dan bisa muter2 di bukit ???? …
AR1 CHANEL;Bukit Jaddhih;Positif;Tempat nya bagus,  sangat di sayangkan Pungli Pungli juga,  jalan masuk lokasi juga sangat bagus  dan Sangat di harapkan dinas parawisata yamg berkaitan Tolong di benahi.
budi mega prasetyo;Bukit Jaddhih;Positif;Penambangan kapur yang dijadikan obyek wisata. Lebih besar dari tebing breksi, sangat potensial. Masih sedang dikembangkan
JUANDFI CHANNEL;Bukit Jaddhih;Positif;Sangat bagus dan keren buat foto..
Paramita Setiarani;Bukit Jaddhih;Positif;Tempatnya bagus, sayang panas nya menyengat.
Hari Hartono;Bukit Jaddhih;Positif;Bagus sekali. Sangat potential untuk dikembangkan. Akses jalan dan pengelolaan obyek wisata perlu ditingkatkan
anthony enrico;Bukit Jaddhih;Positif;Pemandanganya bagus, klo kesini mendingan di sore hari. Supaya tidak kena terik matahari yg panas
vina mila;Bukit Jaddhih;Positif;Nice place n klo pinter cari spot foto pasti kece .. ???? …
arum “Sari” puspa sari;Bukit Jaddhih;Positif;Bagus tapi menyeramkan ??. Kalo berangkat sama2 cewe. Jalanan curam. Mending naik mobil pas kesini soalnya debunya bertebaran. Trus danaunya kalo pas musim panas ijo enggak biru lagi. …
Kimi Hikari;Bukit Jaddhih;Positif;Disini pemandangan dari atas sangatlah indah, dengan dikelilingi pegunungan kapur. Menjadi tempat yang sangat menarik
Septian Anom Atmojo (Anom);Bukit Jaddhih;Negatif;Nggak tau sih, menurutku sistem administrasi nya kurang tertata, but lumayan
Mas Purwo (Mas Purwo);Bukit Jaddhih;Positif;Buat spot photo aja sih klo LG kemarau
HONDA ASTREA SERIES Surabaya - Sidoarjo;Bukit Jaddhih;Negatif;"Akibat keserakahan manusia bukit jaddih lama"" akan hilang"
Demes Mustika;Bukit Jaddhih;Negatif;Panas. Dan mahal tiket nya. Masa disuruh bayar 2 kali. 2 org 40rb . Tempat nya mengecewakan. Parahh
Maulida al fita;Bukit Jaddhih;Positif;Tempat nya bagus untuk tiket masuk 30. Kalau mau naik keatas harus nambah biaya padahal tmpt sama saja
Dwi Rahmawan;Bukit Jaddhih;Positif;Ada perahu buat foto ada juga kolam renang
bedjo setijawan;Bukit Jaddhih;Positif;Tempat wisatanya bagus eksotis,,,bagus utk wawasan perbukitan keras
binda banatau;Bukit Jaddhih;Positif;Pilihan wisata yang bagus, hanya saja terlalu banyak preman. Dikit2 bayar.
Leni Edi;Bukit Jaddhih;Positif;Tempatnya artistik ..bagus u foto spot.. cuman agak panas..
Teguh Sinulingga;Bukit Jaddhih;Positif;Tempat penggalian kapur yang dijadikan tempat wisata
Rio Zulfikar;Bukit Jaddhih;Positif;Bukitnya tidak buruk, lumayan buat foto2, hawanya panas
Yeni Sisnawati;Bukit Jaddhih;Positif;Jng bagus viewnya utk swa berfoto
Tya Tiyul;Bukit Jaddhih;Negatif;Akses masih buruk, akan lebih baik juga jika diberikan penunjuk arah masuk dan keuar. Karena sangat membingungkan
Agus Yuliyanto;Bukit Jaddhih;Positif;"View nya bagus
Tempatnya dingin dan sejuk"
Rian Prio Bramantio;Bukit Jaddhih;Positif;Perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik.
Egha Fitri;Bukit Jaddhih;Positif;Bagus...tapi panasnya mintak ampunnnn??gpp yg penting seru?? …
Hidayat Hadi;Bukit Jaddhih;Positif;"Bagusss sekali cumaa PUNGLINYA ITULOHH....  WAGELASEEEHH!!  bikin gak lagi lagi kesana sebelum bener bener di atur tur tur..  Jalan berapa meter bayar ...jalan lagi bayar...  Jalan lagi bayar...  -.-"") keterlaluan sih menurutku."
