lokasi;sentimen;komentar
pantai sembilan;Positif;Holiday yang tenang...tempat bersahabat
pantai sembilan;Netral;Wisata pantai 9 pasir putih
pantai sembilan;Positif;Tempat nyaman, bersih dan sejuk
pantai sembilan;Positif;Bagus sekali keren
pantai sembilan;Positif;Bagus spot fotonya
pantai sembilan;Netral;Secuil surga di bumi
pantai sembilan;Netral;Asik banget pantainya....
pantai sembilan;Positif;Bersih dan nyaman pantainya
pantai sembilan;Positif;Pantai bersih dan indah
pantai sembilan;Positif;Indah banget
pantai sembilan;Netral;Liburan yg pas dgn budget yg pas pula
pantai sembilan;Positif;Bagus keren bersih
pantai sembilan;Positif;Tempatnya indah
pantai sembilan;Positif;Bagus
pantai sembilan;Positif;Pasirnya  putih, pantai juga bersih
pantai sembilan;Positif;Bagus
pantai sembilan;Positif;Pantainya bersih
pantai sembilan;Positif;Nyaman untuk lepas suntuk keluarga
pantai sembilan;Positif;Bagus banget pantainya
pantai sembilan;Positif;Bagus, mantap, mantul, recomanded
pantai sembilan;Netral;Sering berkunjung dan berenang
pantai sembilan;Netral;Asyik.....
pantai sembilan;Positif;Pantainya bagus
pantai sembilan;Netral;Kereeeeen abisssss
pantai sembilan;Netral;mantap buat wisata
pantai sembilan;Positif;Pemandangannya indah sekali
pantai sembilan;Positif;Asseek, tenang nyaman
pantai sembilan;Netral;Cukup baik untuk berwisata kesana
pantai sembilan;Positif;Keren banget pantainya.
pantai sembilan;Netral;Tempat yg penuh dengan kenangan ?? …
pantai sembilan;Netral;Wisata snorkling plus bungalow
pantai sembilan;Positif;Bersih, tenang, dan penih kenyamanan?? …
pantai sembilan;Positif;kades ramah pelayanan
pantai sembilan;Positif;pantainya keren
pantai sembilan;Positif;Bagus sayang saya tidak ada foto di sini
pantai sembilan;Positif;Menakjubkan dan bikin pengen balik lagii
pantai sembilan;Positif;bisa nyantai. indah banget brow
pantai sembilan;Positif;Seru bngat psirnya indh dan bersih
pantai sembilan;Positif;Tempatnya bersih dan menakjubkan
pantai sembilan;Netral;Alhamdulillah sejenak bersantai ria
pantai sembilan;Netral;Tempat edukasi dan wisata yang pas,
pantai sembilan;Netral;?? …
pantai sembilan;Positif;Bagus untuk wisata keluarga
pantai sembilan;Netral;Mantapp
pantai sembilan;Netral;Berlibur di pantai sembilan sumenep madura
pantai sembilan;Positif;Keren
pantai sembilan;Netral;Mantap
pantai sembilan;Netral;Buat santai sih Ok
pantai sembilan;Netral;Sangat tertarik
pantai sembilan;Positif;Sangat bagus, masih sepi
pantai sembilan;Positif;Pantai yang indah nan nyaman
pantai sembilan;Positif;Cukup menyenangkan untuk istirahat
pantai sembilan;Positif;Pantai yg bagus
pantai sembilan;Positif;Keren abis
pantai sembilan;Netral;Sudah mulai kena dampak abrasi
pantai sembilan;Positif;Pantai bersih
pantai sembilan;Positif;Bersihh
pantai sembilan;Positif;Lumayan bagus
pantai sembilan;Netral;Pantai Sembilan semakin hits aja
pantai sembilan;Netral;Ramai dengan pengunjung
pantai sembilan;Netral;tetap semangat
pantai sembilan;Netral;Banana boat nya seru....
pantai sembilan;Positif;Bagus nyaman
pantai sembilan;Positif;Bagus
pantai sembilan;Netral;Tempatnya asik, adem
pantai sembilan;Positif;Tempat nya bagus banget
pantai sembilan;Netral;Jauh jauh kesini gak nyesel deh
pantai sembilan;Netral;Surganya Sumenep
pantai sembilan;Netral;Mantabbbb cuy panorama alamnya
pantai sembilan;Positif;Tempatnya bagus lho.
pantai sembilan;Netral;Mantap
pantai sembilan;Positif;Indah
pantai sembilan;Positif;Sangat bersih dan nyaman...
pantai sembilan;Positif;Keren abis, top markotop...
pantai sembilan;Netral;Surga tersebunyi
pantai sembilan;Positif;Lumayan indah dan bersih
pantai sembilan;Netral;mantap
pantai sembilan;Netral;Relatif dekat menyebrang ?? …
pantai sembilan;Netral;Cocok liat sunset
pantai sembilan;Positif;Bagus tempatnya
pantai sembilan;Positif;Bagus semakin bersih ?? …
pantai sembilan;Netral;Fasilitas kurang lengkap..
pantai sembilan;Positif;Bagus tempatnya
pantai sembilan;Positif;bagus banget
pantai sembilan;Positif;indah bangett kereenn tempat ini
pantai sembilan;Positif;Sangat menyenangkan
pantai sembilan;Negatif;Toiletnya mahal 3000
pantai sembilan;Positif;Bagus
pantai sembilan;Netral;Pantai SEMBILAN Balinya MADURA
pantai sembilan;Netral;Kurang tempat yang adik
pantai sembilan;Positif;Kampung Halaman Saya yang sangat indah
pantai sembilan;Positif;Indah tapi kurang asri dan sejuk
pantai sembilan;Positif;Air Laut bersih bening
pantai sembilan;Positif;Istimewa....
pantai sembilan;Positif;Pantai yang indah di Gili Genting...
pantai sembilan;Netral;Serasa pantai sendiri
pantai sembilan;Positif;Menakjubkan?????? …
pantai sembilan;Netral;Tempat penjual pentol
pantai sembilan;Netral;Mau nginep juga ok, ???????? …
pantai sembilan;Positif;Begitu indah dalam persaudaraan
pantai sembilan;Netral;"Untuk daerah sumenep
Ok juga"
pantai sembilan;Positif;Rapi,indah,bersih,nyaman dan aman
pantai sembilan;Positif;Bagus
pantai sembilan;Netral;Mantap fasilitasnya
pantai sembilan;Positif;Pantai bersih dan putih
pantai sembilan;Netral;Mantap
pantai sembilan;Netral;Jozzzzz sekali
pantai sembilan;Positif;Buat anak muda, ini keren
pantai sembilan;Positif;Bagusss sekalii
pantai sembilan;Netral;??
pantai sembilan;Positif;pelayanannya ramah
pantai sembilan;Netral;Hidangan manis di pagi hari...
pantai sembilan;Netral;Terbaik
pantai sembilan;Positif;Indah dan sangat menarik
pantai sembilan;Positif;Tempatnya bagus.
pantai sembilan;Positif;Sangat bagus dan indah
pantai sembilan;Netral;AC kurang Dingin
pantai sembilan;Positif;keren tempatnya
pantai sembilan;Positif;Luar biasa
pantai sembilan;Netral;Belum menemukan jodoh
pantai sembilan;Netral;Ok banget dah....
pantai sembilan;Positif;Baik, bersih dan menarik
pantai sembilan;Netral;D sini tempat grup tak parlo
pantai sembilan;Positif;Keren banget tempatnya
pantai sembilan;Netral;Sip
pantai sembilan;Positif;Tempat ini indah
pantai sembilan;Netral;???? …
pantai sembilan;Positif;Tempatnya bagus
pantai sembilan;Positif;Bagus sekali
pantai sembilan;Positif;Jadi kangen kampung halaman
pantai sembilan;Positif;Bagus
pantai sembilan;Positif;Pantainya indah
pantai sembilan;Positif;Bagus dan nyaman
pantai sembilan;Netral;Excited banget
pantai sembilan;Positif;Bagus n indah
pantai sembilan;Netral;Pantai yang masih perawan
pantai sembilan;Positif;Bagus sekali
pantai sembilan;Positif;Indah luar biasa ..
pantai sembilan;Positif;Menyenangkan.  ?? …
pantai sembilan;Positif;Indah lan Semesta
pantai sembilan;Netral;Mantapsss
pantai sembilan;Positif;Tempatnya bagus
pantai sembilan;Netral;Tidak ada
pantai sembilan;Netral;Pasti ada perpisahan
pantai sembilan;Netral;Menarik
pantai sembilan;Positif;Terbatas penerangan dan anak remaja sekitar suka ganggu pakai senter dan kebanyakan tarif
pantai sembilan;Netral;Area luas , kamar mandi cuci siram kemahalan , ditempat lain masih 3000 , disini 5000, fasilitas perlu dilengkapi dan di murahkan
pantai sembilan;Positif;Pantai yg indah dan tenang. Ombak tdk terlalu besar byk spot foto, ada warung dan tempat bilas yg bersih
pantai sembilan;Positif;Tempatnya masih natural air jernih, pasir putih dan akses sangat seru pake perahu kayu untuk nyebrang untuk biaya masih terjangkau
pantai sembilan;Positif;Keren
pantai sembilan;Positif;Suasana pantai yang tenang
pantai sembilan;Positif;Bagus bgtt , kalo ga mau rame bisa dateng selain malming , minusnya jajanan di sana lumayan mahall
pantai sembilan;Positif;Indah dan asri
pantai sembilan;Positif;Bagus
pantai sembilan;Positif;Bagus buat mengisi kegabutan di MLM hari
pantai sembilan;Positif;Pantainya cantik..
pantai sembilan;Positif;Pantai yang bagus indah pasirnya putih air jernih,  saran untuk pengunjung yg datang tolong jaga kebersihan jaga keasriannya jangan buang sampah sembarang
pantai sembilan;Positif;Tempatnya ajib banget...masih asri natural...gak kalah sama pantai di bali...bayarnya murah meriah...
pantai sembilan;Netral;lumayan buat refreshing sekeluarga
pantai sembilan;Positif;Tempat yg bagus
pantai sembilan;Positif;pantainya cantik..
pantai sembilan;Netral;Sayangnya kurang perawatan aja
pantai sembilan;Positif;Suasana dan nyaman untuk liburan
pantai sembilan;Positif;Pasirnya  putih, pantai juga bersih
pantai sembilan;Positif;Pantai yg sangat bersih, pemandangan sangat indah
pantai sembilan;Positif;Indah banget dan seru pemandangan megah sekali
pantai sembilan;Positif;Hidden gems jatim.. masih tenang dan sepi banget.. Pantai lumayan bersih. Pasir putih lumayan campur pecahan kerang. Bisa snorkling tipis2. Penginapan relatif murah, nyaman. Makanan tersedia jangan khawatir pokoknya. Listrik aman. Namun dihemat energi yaa.. karena sumber energinya adalah solar. Air aman, tidak payau. Recommended!
pantai sembilan;Positif;Tempat yang indah
pantai sembilan;Netral;Alami
pantai sembilan;Netral;Tempat oke hati2 bulu ?? …
pantai sembilan;Netral;Yang jelas gk mungkin kecewa
pantai sembilan;Positif;Pantainya bersih, makanannya murah, tapi sayang setelah tiket menyebrang ada lagi tiket masuk yg harganya kadang naik kadang turun
pantai sembilan;Netral;Kalo kesini harus menyebrang dlu pakai perahu 15 RB perorng
pantai sembilan;Positif;Bagus suasana kalau malem
pantai sembilan;Positif;Pantai dengan pasir yg sangat bagus... Penginapannya jg murah kekurangnnya di kebersihan.. Hampir di kebanyakan tempat wisata di kita, kebersihan yg sangat kurang., baik pengunjung maupun penduduk lokalnya masih kurang kesadaran dalam menjaga kebersihan lingkungan....sayang sekali.... Ayo jaga kebersihan lingkungan.....
pantai sembilan;Netral;Pantai sembilan ada di Sumenep, kita menyebrang dari pelabuhan tanjung Sumenep, tiket menyebrang 15000
pantai sembilan;Positif;Penduduk sekitar pantai sangat ramah, harga makanan minuman masih normal bahkan terjangkau, tidak pernah ada badai, gazebo sekitar pantai sangat banyak dan rindang
pantai sembilan;Netral;Mantap
pantai sembilan;Positif;lumayan bersih sayangnya udah banyak yg hilang buat photo selfie
Museum Keraton;Positif;Keraton sumenep, Satu²nya keraton di madura yg masih bisa di kunjungi, bangunan masih berdiri kokoh dan terawat, skrng ada tour ladernya, dia sngt ramah dan sngt detail penjelasannya
Museum Keraton;Positif;Tempat bagus untuk pelajar juga keluarga. Mempelajari sejarah kerajaan sumenep. Ada tour guide yg membantu menjelaskan tentang sejarah tempat, silsilah, benda2 pusaka dll.
Museum Keraton;Positif;Suasana yang cukup cocok bagi para wisatawan yang ingin melepas rasa penat. Nuansa taman, wisata kuliner, wisata sejarah dan beberapa objek lain yang menarik.
Museum Keraton;Positif;Saya blm pernah masuk ke dalam keraton, hanya beberapa kali lewat, tp lihat gapura nya sangat bagus sekali dan kelihatan masih sangat terawat dan original.. untuk wisata budaya sangat recommended sekali..
Museum Keraton;Positif;Guide sudah lanjut usia dan kurang ramah, klo bisa ganti dengan anak muda yg cantik2 dan ramah
Museum Keraton;Netral;Mantab
Museum Keraton;Netral;Kesan pertama
Museum Keraton;Positif;Mantap bagus terawat dgn baik cagar budaya bangsa..
Museum Keraton;Netral;Alhamdulillah... Walaupun Sy warga pendatang dan sdh menjadi warga Sumenep sedikit banyak tlah mengetahui Museum Keraton Sumenep.
Museum Keraton;Netral;Lewat jalan paberasan
Museum Keraton;Positif;Terjaga kelestariannya n kebersihannya
Museum Keraton;Netral;Situs Berkaromah
Museum Keraton;Netral;Membantu mengenal sejarah kota Sumenep
Museum Keraton;Positif;Sangat indah
Museum Keraton;Netral;Pendopo Bupati yg bernuansa Kerajaan dengan menyajikan banyak kebudayaan lokal. Menjaga budaya dan membentengi kearifan lokal. Perlu dijadikan contoh bagi daerah lain. …
Museum Keraton;Netral;Peninggalan keratonan Sumenep, masih berdiri tegak karena dijaga dengan baik.
Museum Keraton;Positif;Museum dan Keratonnya keren, bersih dan terpelihara. Tiket masuk murah, selalu ditemani pemandu walau cuma sendirian, dan tidak ada biaya tambahan. Recommended buat pecinta sejarah. Datang kesini jangan cuma mau ambil air di taman sari atau beli ramuan madura ya, belajarlah juga sejarah Sumenep disini.
Museum Keraton;Netral;Tempat dimana kita dapat mengetahui sejarah asal usul kerajaan Sumenep
Museum Keraton;Netral;Bener-bener mistical atmosphere. Membawa kita serasa kembali ke dunia masa lalu. Cuma toilet belakangnya loket gak terawat sama sekali.
Museum Keraton;Netral;tiket dewasa 5 rb, anak 3 rb pelayanan prima, gaet menjelaskan dari museum sampai keraton dg detail
Museum Keraton;Netral;Museum yang harus dilestarikan & dijaga agar generasi berikutnya tahu akan sejarah.
Museum Keraton;Positif;Tempat.a bgus bersih rekomended buat liburan akhir pekan
Museum Keraton;Positif;Tempatnya bagus banyak kuliner, wajib mampir kalau trip ke Sumenep
Museum Keraton;Netral;Bisa untuk wisata keluarga, bersejarah
Museum Keraton;Positif;"Seru tempat'e Nyaman Petugasnya ramah"""
Museum Keraton;Positif;Bagus...
Museum Keraton;Netral;Sejarah besar
Museum Keraton;Netral;Patut dikunjungi, keraton pusat sejarah, museum dan pelestari adat budaya
Museum Keraton;Positif;Keratonnya cukup luas, sejuk dengan nuansa pohon beringin tua yang tumbuh lebat dan masih perkasa. Sebagian peninggalan seperti kolam mandi para putri keraton masih ada, dengan berbagai khasiat yang dipercaya bagi siapa saja yang mencuci muka di air kolam tersebut. Sayangnya kondisi secara keseluruhan agak sedikit kurang terawat.
Museum Keraton;Positif;Keraton sangat terawat, rekomend untuk edukasi anak2 supaya tau sejarah Tempat yg paling di sukai kolam pemandian putri disitu banyak sekali ikan2 yg sangat besar dan cantik2..
Museum Keraton;Positif;Tempatnya bagus dan bersih. Juga tersedia banyak tempat cuci tangan. Dan wajib pakai masker. Tour guide juga ramah baik dan sabar dalam menjelaskan.. cocok untuk penikmat sejarah..
Museum Keraton;Positif;Terletak di tengah kota, harga masuk museum 5rb aja, bisa foto-foto sepuasnya, dan ini di depan Labang Mesem waktu nganterin tamu dari Kediri.
Museum Keraton;Netral;Museum lengkap peninggalan keraton Sumenep
Museum Keraton;Netral;Agar tetap dijaga warisan budaya dan kelestarianya?? …
Museum Keraton;Netral;Sejarah peradaban masyarakat Sumenep Madura masa lalu
Museum Keraton;Netral;Bu RT waru mampir di masjid agung Sumenep
Museum Keraton;Netral;Rindang dan menenangkan
Museum Keraton;Positif;Berada di pusat kota Sumenep. Tiket masuk sangat terjangkau. Ada beberapa kereta kuda peninggalan jaman dulu. Untuk bagian keratonnya cukup luas. Terdapat beberapa kolam yg punya keistimewaan masing masing. …
Museum Keraton;Netral;Mantul... Warisan sejarah yang patut kita lestarikan
Museum Keraton;Positif;Untuk sebuah museum jelas barangnya kurang banget... lebih dikemas lagi biar lebih menarik... kalo perlu kerja sama dengan sekolah2 di sumenep agar siswanya di wajibkan ke museum biar ada pemasukan buat museum... biar ga terkesan pas pasan...
Museum Keraton;Positif;Bagus, sayang waktu berkunjung lagi di tutup karena pendemi...
Museum Keraton;Positif;Tempat sangat bersih..
Museum Keraton;Netral;Sangat senang dan kagum melihat dan mengetahui sejarah kraton sumenep. Dan harus tetap di lestarikan unk anak cucu kita dan bangsa indonesia
Museum Keraton;Netral;Dapat mengenal beberapa koleksi peninggalan sejarah keraton sumenep, al : kereta, mushaf Al Quran, dll
Museum Keraton;Netral;Pemeliharaan perlu di tingkatkan karena merupakan peninggalan dan aset wisata yang bisa mendatangkan wisatawan dari luar negeri
Museum Keraton;Netral;Yogya nya madura, wisata budaya, alam dan  wisata kuliner.. Sumenep kerren..
Museum Keraton;Positif;Museum keraton sumenep merupakan tujuan wisata yang menarik di kota sumenep.. lokasi parkir yang luas dan mudah, pemandu wisata yang menjelaskan dengan jelas dan menyenangkan..
Museum Keraton;Positif;Asri, tenang, penjaganya ramah.
Museum Keraton;Netral;Menu makanan.nya sngat enak, rekomended bgt lah pokoknya. terutama mie goreng.nya.... bener2 bikin nagih.
Museum Keraton;Positif;Tempat bersejarah yang bagus Patut dikunjungi oleh generasi penerus bangsa
Museum Keraton;Netral;Karena tempat ini sngat kental dengan sejarahnya
Museum Keraton;Positif;Bagus, heritage langka
Museum Keraton;Netral;Tempam yang cocok untuk mengetahu budaya sumenep
Museum Keraton;Netral;Tempat bersejarah dengan peninggalan leluhur yang masih terjaga
Museum Keraton;Netral;Istana raja raja semenep, perlu di lestarikan, dan tempat wisata yang patut untuk di kunjungi
Museum Keraton;Netral;Sayang tidak terdengar even iconik untuk mengangkat potensi wisata keraton dan sumenep
Museum Keraton;Netral;baik untuk mengetahui sejarah dan budaya setempat ...
Museum Keraton;Netral;Peninggalan kerajaan Sumenep, beragam pusaka peninggalan Raja raja Sumenep sebagian ada di tempat ini.
Museum Keraton;Netral;Kalau malam bisa duduk lesehan depan museum sambil ngopi
